date,actual,predicted,actual_direction,pred_direction,correct_direction
2015-05-01,0.004863451038116627,0.051557236131141986,1,1,1
2015-06-01,-0.038183887321660066,0.03261129515272746,0,1,0
2015-07-01,0.03669124960448809,-0.006412099320271072,1,0,0
2015-08-01,0.017065274753622697,0.0036651005403914114,1,1,1
2015-09-01,-0.0563628603595978,0.034725699839680976,0,1,0
2015-10-01,0.012826414564620192,-0.06103588761694004,1,0,0
2015-11-01,-0.06204959179581237,-0.0401235438706202,0,0,1
2016-07-01,-0.030363317464419212,0.1426886073056834,0,1,0
2016-08-01,0.07110379356826038,0.010676114970515422,1,1,1
2016-09-01,0.001737619898540878,0.05282204538828262,1,1,1
2016-10-01,0.056473862458477575,0.0267548522958689,1,1,1
2016-11-01,0.16700296664585243,0.03434976203358148,1,1,1
2016-12-01,0.09304954079575976,0.12384339032544285,1,1,1
2017-09-01,0.10601434683565841,0.0893681445404451,1,1,1
2017-10-01,0.051622107698652824,0.09947298927661827,1,1,1
2017-11-01,-0.07439647953613952,0.07968293770375647,0,1,0
2017-12-01,-0.090359328022177,-0.010289239784354037,0,0,1
2018-01-01,0.030224738645035783,-0.05495545851783227,1,0,0
2018-02-01,0.07835351481048101,0.015029935355679362,1,1,1
2018-03-01,0.08389866547778128,0.019095540877735996,1,1,1
2018-04-01,-0.1286473705871278,-0.03596097827869907,0,0,1
2018-05-01,0.11531656769568308,-0.09560458120041888,1,0,0
2018-06-01,-0.14188207444654383,-0.0077762899964796805,0,0,1
2018-07-01,-0.07533732494164536,-0.0325950892113043,0,0,1
2018-08-01,0.04577827284841917,-0.03933377879706442,1,0,0
2018-10-01,-0.06901952566598349,-0.0046826565069642365,0,0,1
2018-11-01,-0.03994174840794554,-0.07684818308572151,0,0,1
2018-12-01,-0.11354393812226476,-0.054021198961752476,0,0,1
2019-01-01,-0.10642821647247157,-0.10585716676114489,0,0,1
2019-02-01,0.01115661338035484,-0.12621915357683636,1,0,0
2019-03-01,-0.09588938886855906,-0.027120449656780326,0,0,1
2019-04-01,-0.0986638876900911,-0.11219447098229288,0,0,1
2019-05-01,-0.01617408488703539,-0.04285005956560131,0,0,1
2019-06-01,-0.0011247796672511081,-0.058867090201360425,0,0,1
2019-07-01,-0.019963694439562852,-0.0036400538940837236,0,0,1
2019-08-01,-0.0774739188371912,-0.006759010654983273,0,0,1
2019-09-01,-0.08938258552540526,-0.041283586292750744,0,0,1
2019-10-01,0.047594049578880845,-0.03686588315301019,1,0,0
2019-11-01,-0.02956872354862511,-0.04404024735157702,0,0,1
2019-12-01,-0.08449918024566624,-0.02758510294840051,0,0,1
2020-01-01,-0.04589751478975954,-0.0426716898976789,0,0,1
2020-02-01,-0.014742062869549464,-0.020204053081717164,0,0,1
2020-03-01,-0.011219849990021393,-0.021011029524809165,0,0,1
2020-04-01,-0.039441558204148755,-0.06785967700944402,0,0,1
2020-05-01,0.03358631424447439,-0.041152913155743445,1,0,0
2020-07-01,0.09009496276948206,0.033682202423408705,1,1,1
2020-08-01,0.006582116314820834,0.05372754581783042,1,1,1
2020-09-01,-0.0062485049689409026,0.025428616525578054,0,1,0
2020-10-01,0.16538063034504308,0.01950634486284428,1,1,1
2020-11-01,0.19460077140800797,0.0823950070976228,1,1,1
2020-12-01,-0.027097347881428535,0.14235059995677862,0,1,0
2021-01-01,-0.1731737123099077,0.00904473481563419,0,1,0
2021-02-01,-0.007610748813801693,-0.1299508832966694,0,0,1
2021-03-01,-0.0038391895167317696,-0.029507675572519616,0,0,1
2021-04-01,-0.0026157294557012274,-0.010587700129968104,0,0,1
2021-05-01,0.09620212901253183,0.01596845086770862,1,1,1
2021-06-01,-0.031110344640052884,0.024330828792869897,0,1,0
2021-07-01,0.09955744204209134,0.05920970163146081,1,1,1
2021-08-01,0.05248589794345712,0.06512127756880674,1,1,1
2021-09-01,0.07825448430493116,0.03444032708157921,1,1,1
2021-10-01,0.2021806961511354,0.07580727885327222,1,1,1
2021-11-01,0.06778391571217558,0.09981765900824455,1,1,1
2021-12-01,-0.001290970558696751,0.041376735954091116,0,1,0
2022-01-01,-0.012773726859160572,0.028671689086656255,0,1,0
2022-03-01,0.06444116437363313,-0.011022131112343729,1,0,0
2022-04-01,0.07439630608163625,-0.029014593971611845,1,0,0
2022-05-01,0.032952301138518096,0.01467514146209362,1,1,1
2022-06-01,-0.026322283338105237,0.06890783539890306,0,1,0
2022-07-01,-0.05322061921987457,0.021245799763297758,0,1,0
2022-08-01,-0.058794016141210964,-0.0038631237787749117,0,0,1
2022-09-01,-0.0058013215640866245,-0.06309499797956886,0,0,1
2022-10-01,0.2583988887896025,-0.0126214670095902,1,0,0
2022-11-01,0.019477690804329924,0.211302118293806,1,1,1
2022-12-01,-0.14518981966547537,0.016603621989331664,0,1,0
2023-01-01,0.1730832600592927,-0.08991979872039833,1,0,0
2023-02-01,0.06330117266460111,0.08940831326175795,1,1,1
2023-03-01,0.03761427040747765,0.05070511049027251,1,1,1
2023-04-01,-0.06273285678775187,0.03759322614783675,0,1,0
2023-05-01,-0.14420244456398204,-0.02687135410829076,0,0,1
2023-06-01,-0.0642426084976448,-0.05866699173171342,0,0,1
2023-07-01,-0.09879581240345793,-0.029967485183456023,0,0,1
2023-08-01,-0.10673689094200821,-0.07981085152558133,0,0,1
2023-09-01,-0.10376722717737616,-0.09488864672641449,0,0,1
2023-10-01,-0.11897555798212824,-0.0216194963325689,0,0,1
2023-12-01,0.05713083873224731,-0.07959886575795372,1,0,0
2024-01-01,-0.012729300483650634,-0.015114204413649133,0,0,1
2024-02-01,-0.07147718836166536,-0.02937812059166676,0,0,1
2024-03-01,0.007546787343390547,-0.07775359417347587,1,0,0
2024-04-01,0.025512190334984537,-0.04637773675732325,1,0,0
2024-05-01,-0.037286724457313715,-0.02563620476712321,0,0,1
2024-06-01,-0.02475569945390325,0.005696930085270883,0,1,0
2024-07-01,-0.03393808591888599,0.0237339448148198,0,1,0
2024-08-01,0.033642153083933195,-0.08604372593985457,1,0,0
2024-09-01,0.04819075691885017,0.050816768037904504,1,1,1
2024-10-01,-0.02526438526158675,0.0575420872083672,0,1,0
2024-11-01,-0.023833808401943265,0.06293659893259484,0,1,0
