date,actual,predicted,actual_direction,pred_direction,correct_direction
2015-05-01,0.004863451038116627,-0.0138565729704116,1,0,0
2015-06-01,-0.038183887321660066,0.0015624750196353548,0,1,0
2015-07-01,0.03669124960448809,0.00766876900218598,1,1,1
2015-08-01,0.017065274753622697,0.00806555344501354,1,1,1
2015-09-01,-0.0563628603595978,-0.0004162800591623883,0,0,1
2015-10-01,0.012826414564620192,-0.012311839740352581,1,0,0
2015-11-01,-0.06204959179581237,-0.017169764434963874,0,0,1
2016-07-01,-0.030363317464419212,0.06689550822062279,0,1,0
2016-08-01,0.07110379356826038,0.04170737853674872,1,1,1
2016-09-01,0.001737619898540878,0.050120908043179056,1,1,1
2016-10-01,0.056473862458477575,0.03376358628988557,1,1,1
2016-11-01,0.16700296664585243,0.024607448453818362,1,1,1
2016-12-01,0.09304954079575976,0.04376215840948321,1,1,1
2017-09-01,0.10601434683565841,0.061936546940422714,1,1,1
2017-10-01,0.051622107698652824,0.06878938918075377,1,1,1
2017-11-01,-0.07439647953613952,0.0591663670250864,0,1,0
2017-12-01,-0.090359328022177,0.025232695488561725,0,1,0
2018-01-01,0.030224738645035783,-0.002709141106535169,1,0,0
2018-02-01,0.07835351481048101,0.012977345693835544,1,1,1
2018-03-01,0.08389866547778128,0.020448667352438787,1,1,1
2018-04-01,-0.1286473705871278,0.01484091121419177,0,1,0
2018-05-01,0.11531656769568308,-0.015956915012162683,1,0,0
2018-06-01,-0.14188207444654383,-0.004254600445673505,0,0,1
2018-07-01,-0.07533732494164536,-0.02938171554776584,0,0,1
2018-08-01,0.04577827284841917,-0.05328422205939635,1,0,0
2018-10-01,-0.06901952566598349,-0.060099802493135096,0,0,1
2018-11-01,-0.03994174840794554,-0.07383253239826887,0,0,1
2018-12-01,-0.11354393812226476,-0.0800855689565468,0,0,1
2019-01-01,-0.10642821647247157,-0.08555794070544062,0,0,1
2019-02-01,0.01115661338035484,-0.08025685280761434,1,0,0
2019-03-01,-0.09588938886855906,-0.062121076779576845,0,0,1
2019-04-01,-0.0986638876900911,-0.061859311301479813,0,0,1
2019-05-01,-0.01617408488703539,-0.06352272903124427,0,0,1
2019-06-01,-0.0011247796672511081,-0.05793312538825436,0,0,1
2019-07-01,-0.019963694439562852,-0.04657006194287681,0,0,1
2019-08-01,-0.0774739188371912,-0.0397796254150147,0,0,1
2019-09-01,-0.08938258552540526,-0.044228647093421614,0,0,1
2019-10-01,0.047594049578880845,-0.047250542610981834,1,0,0
2019-11-01,-0.02956872354862511,-0.04483166681274114,0,0,1
2019-12-01,-0.08449918024566624,-0.04110285634886741,0,0,1
2020-01-01,-0.04589751478975954,-0.04134327556022933,0,0,1
2020-02-01,-0.014742062869549464,-0.02868987136189096,0,0,1
2020-03-01,-0.011219849990021393,-0.02054737147085572,0,0,1
2020-04-01,-0.039441558204148755,-0.012614616182709617,0,0,1
2020-05-01,0.03358631424447439,-0.016920913058741514,1,0,0
2020-07-01,0.09009496276948206,-0.006606496662067389,1,0,0
2020-08-01,0.006582116314820834,0.011935174344817053,1,1,1
2020-09-01,-0.0062485049689409026,0.011977024646720407,0,1,0
2020-10-01,0.16538063034504308,0.017464868727287627,1,1,1
2020-11-01,0.19460077140800797,0.03454435772252877,1,1,1
2020-12-01,-0.027097347881428535,0.055111170301915466,0,1,0
2021-01-01,-0.1731737123099077,0.049641421651135546,0,1,0
2021-02-01,-0.007610748813801693,0.028225715383051166,0,1,0
2021-03-01,-0.0038391895167317696,0.023591638477014912,0,1,0
2021-04-01,-0.0026157294557012274,0.024087563904488928,0,1,0
2021-05-01,0.09620212901253183,0.026294348996696217,1,1,1
2021-06-01,-0.031110344640052884,0.05157198276587543,0,1,0
2021-07-01,0.09955744204209134,0.053751127913088295,1,1,1
2021-08-01,0.05248589794345712,0.06972446411470684,1,1,1
2021-09-01,0.07825448430493116,0.06368862335165028,1,1,1
2021-10-01,0.2021806961511354,0.048987336666559085,1,1,1
2021-11-01,0.06778391571217558,0.051125453742674826,1,1,1
2021-12-01,-0.001290970558696751,0.043250405968914885,0,1,0
2022-01-01,-0.012773726859160572,0.020242996792337133,0,1,0
2022-03-01,0.06444116437363313,0.010398622100626571,1,1,1
2022-04-01,0.07439630608163625,0.03465846117431726,1,1,1
2022-05-01,0.032952301138518096,0.05289309885574908,1,1,1
2022-06-01,-0.026322283338105237,0.05663924991469403,0,1,0
2022-07-01,-0.05322061921987457,0.03148492510794566,0,1,0
2022-08-01,-0.058794016141210964,0.010920470800395186,0,1,0
2022-09-01,-0.0058013215640866245,-0.02678422919049049,0,0,1
2022-10-01,0.2583988887896025,-0.03549675294822885,1,0,0
2022-11-01,0.019477690804329924,0.0012206435571852263,1,1,1
2022-12-01,-0.14518981966547537,-0.01123216461914294,0,0,1
2023-01-01,0.1730832600592927,-0.05156010648658485,1,0,0
2023-02-01,0.06330117266460111,-0.030016639117477442,1,0,0
2023-03-01,0.03761427040747765,-0.01281742798067601,1,0,0
2023-04-01,-0.06273285678775187,-0.005407586381421654,0,0,1
2023-05-01,-0.14420244456398204,-0.017630022819513265,0,0,1
2023-06-01,-0.0642426084976448,-0.028155133759174333,0,0,1
2023-07-01,-0.09879581240345793,-0.007660068562442123,0,0,1
2023-08-01,-0.10673689094200821,-0.02689330122982291,0,0,1
2023-09-01,-0.10376722717737616,-0.03125536859133654,0,0,1
2023-10-01,-0.11897555798212824,-0.025541184191011354,0,0,1
2023-12-01,0.05713083873224731,-0.047694777605954315,1,0,0
2024-01-01,-0.012729300483650634,-0.020642304418688147,0,0,1
2024-02-01,-0.07147718836166536,-0.02326487339756867,0,0,1
2024-03-01,0.007546787343390547,-0.03240468016029893,1,0,0
2024-04-01,0.025512190334984537,-0.034882526585710755,1,0,0
2024-05-01,-0.037286724457313715,-0.029096631474510398,0,0,1
2024-06-01,-0.02475569945390325,-0.023253585250133657,0,0,1
2024-07-01,-0.03393808591888599,-0.010915620171084101,0,0,1
2024-08-01,0.033642153083933195,-0.010045116261605135,1,0,0
2024-09-01,0.04819075691885017,0.004011480240273495,1,1,1
2024-10-01,-0.02526438526158675,0.016936818865342172,0,1,0
2024-11-01,-0.023833808401943265,0.01731453683641957,0,1,0
2024-12-01,0.06306636497020501,0.02120958531418546,1,1,1
2025-01-01,-0.005163367832952549,0.04576716850383189,0,1,0
2025-02-01,0.019434562151746385,0.04698739294640644,1,1,1
2025-03-01,0.03563133482955318,0.026619067511676402,1,1,1
2025-04-01,0.09462866096903622,0.010190140747956326,1,1,1
2025-05-01,0.10135127808305351,0.01039059939702885,1,1,1
2025-06-01,-0.016618882148760852,0.026852770208482958,0,1,0
2025-08-01,-0.002750365174645348,0.03659479451630876,0,1,0
2025-09-01,0.053253257816776194,0.039306666536809545,1,1,1
2025-10-01,0.09336907579019116,0.04488725127517014,1,1,1
