"Date","Price","Open","High","Low","Vol.","Change %"
"08/03/2025","1,006.00","989.00","1,012.75","989.00","","1.18%"
"07/27/2025","994.25","990.00","994.25","989.75","0.96K","0.30%"
"07/20/2025","991.25","985.00","994.25","985.00","","-0.15%"
"07/13/2025","992.75","985.25","992.75","975.00","","1.69%"
"07/06/2025","976.25","961.75","976.25","961.75","","0.80%"
"06/29/2025","968.50","938.50","968.50","938.50","0.32K","3.17%"
"06/22/2025","938.75","943.25","943.25","937.50","","-0.61%"
"06/15/2025","944.50","943.50","944.50","940.75","","2.36%"
"06/08/2025","922.75","924.50","924.50","911.25","","-0.19%"
"06/01/2025","924.50","911.50","928.25","911.50","0.04K","2.27%"
"05/25/2025","904.00","904.00","904.00","902.00","","1.66%"
"05/18/2025","889.25","903.25","903.50","889.25","","-0.67%"
"05/11/2025","895.25","888.75","903.75","888.75","","0.73%"
"05/04/2025","888.75","909.75","909.75","884.25","0.04K","-1.44%"
"04/27/2025","901.75","930.75","931.25","901.75","","-3.43%"
"04/20/2025","933.75","923.50","933.75","923.50","","0.32%"
"04/13/2025","930.75","941.25","941.25","930.75","","-1.51%"
"04/06/2025","945.00","934.75","945.00","924.00","0.52K","-2.53%"
"03/30/2025","969.50","997.25","1,002.50","969.50","0.60K","-2.78%"
"03/23/2025","997.25","997.00","997.25","994.00","","-0.47%"
"03/16/2025","1,002.00","998.50","1,004.00","998.50","","-0.77%"
"03/09/2025","1,009.75","1,002.75","1,009.75","998.50","","-1.08%"
"03/02/2025","1,020.75","994.50","1,020.75","965.75","","0.05%"
"02/23/2025","1,020.25","1,021.75","1,023.00","1,020.00","","-0.66%"
"02/16/2025","1,027.00","1,010.25","1,027.00","1,010.25","","1.73%"
"02/09/2025","1,009.50","1,006.25","1,010.50","1,000.50","","1.38%"
"02/02/2025","995.75","960.50","995.75","957.25","0.56K","3.59%"
"01/26/2025","961.25","960.25","961.25","960.25","","0.29%"
"01/19/2025","958.50","959.50","959.50","956.75","","0.71%"
"01/12/2025","951.75","975.00","975.00","951.75","","-1.04%"
"01/05/2025","961.75","952.00","961.75","945.50","0.08K","0.29%"
"12/29/2024","959.00","1,072.25","1,072.25","954.25","0.32K","-10.69%"
"12/22/2024","1,073.75","1,070.00","1,073.75","1,070.00","","1.11%"
"12/15/2024","1,062.00","1,096.00","1,096.00","1,062.00","","-3.76%"
"12/08/2024","1,103.50","1,137.50","1,137.50","1,096.75","","-2.95%"
"12/01/2024","1,137.00","1,095.25","1,137.00","1,095.25","0.16K","2.80%"
"11/24/2024","1,106.00","1,098.00","1,106.00","1,098.00","","1.03%"
"11/17/2024","1,094.75","1,113.50","1,115.75","1,094.75","","-2.95%"
"11/10/2024","1,128.00","1,157.75","1,157.75","1,113.25","","-1.48%"
"11/03/2024","1,145.00","1,113.00","1,145.00","1,094.50","0.08K","3.50%"
"10/27/2024","1,106.25","1,010.50","1,106.25","1,010.50","0.02K","9.42%"
"10/20/2024","1,011.00","998.50","1,013.75","998.50","","1.68%"
"10/13/2024","994.25","998.25","1,000.25","991.75","","-0.97%"
"10/06/2024","1,004.00","1,007.25","1,007.25","985.25","","-0.12%"
"09/29/2024","1,005.25","921.25","1,005.25","921.25","0.04K","9.06%"
"09/22/2024","921.75","912.75","923.75","912.75","","1.10%"
"09/15/2024","911.75","885.75","911.75","884.00","","2.94%"
"09/08/2024","885.75","893.50","894.50","885.75","","-1.25%"
"09/01/2024","897.00","895.50","900.25","891.25","","4.30%"
"08/25/2024","860.00","859.00","860.00","858.50","","0.67%"
"08/18/2024","854.25","843.75","854.25","843.75","","2.46%"
"08/11/2024","833.75","833.50","836.75","829.50","","-0.48%"
"08/04/2024","837.75","852.50","852.50","825.25","","-2.39%"
"07/28/2024","858.25","845.50","858.25","845.50","","1.45%"
"07/21/2024","846.00","848.00","848.00","844.75","","-0.09%"
"07/14/2024","846.75","837.50","837.50","837.50","","0.77%"
"07/07/2024","840.25","857.00","857.00","857.00","","-1.95%"
"06/30/2024","857.00","842.25","842.25","842.25","","2.97%"
"06/23/2024","832.25","833.00","833.00","833.00","","-0.09%"
"06/16/2024","833.00","835.25","835.25","835.25","","-0.27%"
"06/09/2024","835.25","833.00","833.00","833.00","","-1.12%"
"06/02/2024","844.75","866.00","866.00","866.00","","2.39%"
"05/26/2024","825.00","825.00","825.00","825.00","","0.73%"
"05/19/2024","819.00","819.00","819.00","819.00","","-0.30%"
"05/12/2024","821.50","821.50","821.50","821.50","","1.95%"
"05/05/2024","805.75","805.75","805.75","805.75","","-0.56%"
"04/28/2024","810.25","810.25","810.25","810.25","","-6.06%"
"04/21/2024","862.50","862.50","862.50","862.50","","-0.03%"
"04/14/2024","862.75","862.75","862.75","862.75","","-3.63%"
"04/07/2024","895.25","895.25","895.25","895.25","","-1.35%"
"03/31/2024","907.50","907.50","907.50","907.50","0.24K","3.01%"
"03/24/2024","881.00","881.00","881.00","881.00","","0.06%"
"03/17/2024","880.50","880.50","880.50","880.50","","-0.37%"
"03/10/2024","883.75","883.75","883.75","883.75","0.48K","3.24%"
"03/03/2024","856.00","856.00","856.00","856.00","0.08K","3.10%"
"02/25/2024","830.25","830.25","830.25","830.25","0.82K","2.79%"
"02/18/2024","807.75","807.75","807.75","807.75","","0.56%"
"02/11/2024","803.25","803.25","803.25","803.25","","-0.22%"
"02/04/2024","805.00","805.00","805.00","805.00","","1.74%"
"01/28/2024","791.25","791.25","791.25","791.25","","-3.56%"
"01/21/2024","820.50","820.50","820.50","820.50","","0.34%"
"01/14/2024","817.75","817.75","817.75","817.75","","0.15%"
"01/07/2024","816.50","816.50","816.50","816.50","","3.29%"
"12/31/2023","790.50","790.50","790.50","790.50","1.12K","-1.71%"
"12/24/2023","804.25","804.25","804.25","804.25","","0.12%"
"12/17/2023","803.25","803.25","803.25","803.25","","0.63%"
"12/10/2023","798.25","798.25","798.25","798.25","","-0.99%"
"12/03/2023","806.25","806.25","806.25","806.25","0.16K","-3.01%"
"11/26/2023","831.25","831.25","831.25","831.25","0.40K","0.97%"
"11/19/2023","823.25","823.25","823.25","823.25","","-0.09%"
"11/12/2023","824.00","824.00","824.00","824.00","","2.23%"
"11/05/2023","806.00","806.00","806.00","806.00","","1.26%"
"10/29/2023","796.00","796.00","796.00","796.00","","1.99%"
"10/22/2023","780.50","780.50","780.50","780.50","","-0.26%"
"10/15/2023","782.50","782.50","782.50","782.50","","-0.16%"
"10/08/2023","783.75","783.75","783.75","783.75","0.03K","1.79%"
"10/01/2023","770.00","770.00","770.00","770.00","","-4.76%"
"09/24/2023","808.50","808.50","808.50","808.50","","0.28%"
"09/17/2023","806.25","806.25","806.25","806.25","0.03K","-1.56%"
"09/10/2023","819.00","819.00","819.00","819.00","0.03K","-1.27%"
"09/03/2023","829.50","829.50","829.50","829.50","0.09K","-5.06%"
"08/27/2023","873.75","873.75","873.75","873.75","0.01K","4.67%"
"08/20/2023","834.75","834.75","834.75","834.75","","0.39%"
"08/13/2023","831.50","831.50","831.50","831.50","","1.06%"
"08/06/2023","822.75","822.75","822.75","822.75","","-3.40%"
"07/30/2023","851.75","851.75","851.75","851.75","0.40K","-1.13%"
"07/23/2023","861.50","861.50","861.50","861.50","","0.15%"
"07/16/2023","860.25","860.25","860.25","860.25","","1.24%"
"07/09/2023","849.75","849.75","849.75","849.75","0.10K","2.84%"
"07/02/2023","826.25","826.25","826.25","826.25","0.38K","8.43%"
"06/25/2023","762.00","762.00","762.00","762.00","","0.63%"
"06/18/2023","757.25","757.25","757.25","757.25","","-1.72%"
"06/11/2023","770.50","770.50","770.50","770.50","","5.91%"
"06/04/2023","727.50","727.50","727.50","727.50","0.10K","-0.99%"
"05/28/2023","734.75","734.75","734.75","734.75","","-6.07%"
"05/21/2023","782.25","782.25","782.25","782.25","","-0.29%"
"05/14/2023","784.50","784.50","784.50","784.50","0.02K","-2.21%"
"05/07/2023","802.25","802.25","802.25","802.25","0.36K","0.34%"
"04/30/2023","799.50","799.50","799.50","799.50","0.18K","-5.19%"
"04/23/2023","843.25","843.25","843.25","843.25","","-1.32%"
"04/16/2023","854.50","854.50","854.50","854.50","","1.48%"
"04/09/2023","842.00","842.00","842.00","842.00","","-2.06%"
"04/02/2023","859.75","859.75","859.75","859.75","0.20K","-2.41%"
"03/26/2023","881.00","881.00","881.00","881.00","","1.15%"
"03/19/2023","871.00","871.00","871.00","871.00","","-3.20%"
"03/12/2023","899.75","899.75","899.75","899.75","","-1.53%"
"03/05/2023","913.75","913.75","913.75","913.75","","-5.58%"
"02/26/2023","967.75","967.75","967.75","967.75","","4.71%"
"02/19/2023","924.25","924.25","924.25","924.25","","0.49%"
"02/12/2023","919.75","919.75","919.75","919.75","","1.15%"
"02/05/2023","909.25","909.25","909.25","909.25","","0.78%"
"01/29/2023","902.25","902.25","902.25","902.25","","-0.88%"
"01/22/2023","910.25","910.25","910.25","910.25","","0.00%"
"01/15/2023","910.25","910.25","910.25","910.25","0.18K","0.75%"
"01/08/2023","903.50","903.50","903.50","903.50","0.24K","-2.35%"
"01/01/2023","925.25","925.25","925.25","925.25","","2.95%"
"12/25/2022","898.75","898.75","898.75","898.75","","1.41%"
"12/18/2022","886.25","886.25","886.25","886.25","","-0.59%"
"12/11/2022","891.50","891.50","891.50","891.50","0.01K","-2.38%"
"12/04/2022","913.25","913.25","913.25","913.25","","1.28%"
"11/27/2022","901.75","901.75","901.75","901.75","","0.00%"
"11/20/2022","901.75","901.75","901.75","901.75","","2.47%"
"11/13/2022","880.00","880.00","880.00","880.00","","-4.63%"
"11/06/2022","922.75","922.75","922.75","922.75","","-0.08%"
"10/30/2022","923.50","923.50","923.50","923.50","","11.70%"
"10/23/2022","826.75","826.75","826.75","826.75","","-0.06%"
"10/16/2022","827.25","827.25","827.25","827.25","","2.48%"
"10/09/2022","807.25","807.25","807.25","807.25","0.04K","-1.43%"
"10/02/2022","819.00","819.00","819.00","819.00","","0.71%"
"09/25/2022","813.25","813.25","813.25","813.25","","-2.25%"
"09/18/2022","832.00","832.00","832.00","832.00","","-0.69%"
"09/11/2022","837.75","837.75","837.75","837.75","","2.38%"
"09/04/2022","818.25","818.25","818.25","818.25","","-6.67%"
"08/28/2022","876.75","876.75","876.75","876.75","0.10K","-4.88%"
"08/21/2022","921.75","921.75","921.75","921.75","","0.90%"
"08/14/2022","913.50","913.50","913.50","913.50","","-4.27%"
"08/07/2022","954.25","954.25","954.25","954.25","","9.50%"
"07/31/2022","871.50","871.50","871.50","871.50","","-2.35%"
"07/24/2022","892.50","892.50","892.50","892.50","","1.28%"
"07/17/2022","881.25","881.25","881.25","881.25","","1.67%"
"07/10/2022","866.75","866.75","866.75","866.75","","-8.88%"
"07/03/2022","951.25","951.25","951.25","951.25","0.13K","-10.79%"
"06/26/2022","1,066.25","1,066.25","1,066.25","1,066.25","0.02K","-14.39%"
"06/19/2022","1,245.50","1,245.50","1,245.50","1,245.50","","-5.45%"
"06/12/2022","1,317.25","1,317.25","1,317.25","1,317.25","0.04K","-3.13%"
"06/05/2022","1,359.75","1,359.75","1,359.75","1,359.75","","-6.03%"
"05/29/2022","1,447.00","1,447.00","1,447.00","1,447.00","0.08K","0.02%"
"05/22/2022","1,446.75","1,446.75","1,446.75","1,446.75","","1.79%"
"05/15/2022","1,421.25","1,421.25","1,421.25","1,421.25","","-0.30%"
"05/08/2022","1,425.50","1,425.50","1,425.50","1,425.50","0.21K","-0.61%"
"05/01/2022","1,434.25","1,434.25","1,434.25","1,434.25","1.83K","-2.02%"
"04/24/2022","1,463.75","1,463.75","1,463.75","1,463.75","","1.19%"
"04/17/2022","1,446.50","1,446.50","1,446.50","1,446.50","","1.15%"
"04/10/2022","1,430.00","1,430.00","1,430.00","1,430.00","","3.96%"
"04/03/2022","1,375.50","1,375.50","1,375.50","1,375.50","","5.83%"
"03/27/2022","1,299.75","1,299.75","1,299.75","1,299.75","0.16K","-13.03%"
"03/20/2022","1,494.50","1,494.50","1,494.50","1,494.50","","2.22%"
"03/13/2022","1,462.00","1,462.00","1,462.00","1,462.00","","-5.00%"
"03/06/2022","1,539.00","1,539.00","1,539.00","1,539.00","0.10K","3.62%"
"02/27/2022","1,485.25","1,485.25","1,485.25","1,485.25","1.59K","9.21%"
"02/20/2022","1,360.00","1,360.00","1,360.00","1,360.00","","2.60%"
"02/13/2022","1,325.50","1,325.50","1,325.50","1,325.50","","1.26%"
"02/06/2022","1,309.00","1,309.00","1,309.00","1,309.00","","-1.00%"
"01/30/2022","1,322.25","1,322.25","1,322.25","1,322.25","0.72K","7.11%"
"01/23/2022","1,234.50","1,234.50","1,234.50","1,234.50","","0.61%"
"01/16/2022","1,227.00","1,227.00","1,227.00","1,227.00","0.16K","2.94%"
"01/09/2022","1,192.00","1,192.00","1,192.00","1,192.00","0.64K","2.52%"
"01/02/2022","1,162.75","1,162.75","1,162.75","1,162.75","1.40K","5.66%"
"12/26/2021","1,100.50","1,100.50","1,100.50","1,100.50","","1.38%"
"12/19/2021","1,085.50","1,085.50","1,085.50","1,085.50","","0.37%"
"12/12/2021","1,081.50","1,081.50","1,081.50","1,081.50","","-2.33%"
"12/05/2021","1,107.25","1,107.25","1,107.25","1,107.25","0.20K","3.10%"
"11/28/2021","1,074.00","1,074.00","1,074.00","1,074.00","0.44K","-8.60%"
"11/21/2021","1,175.00","1,175.00","1,175.00","1,175.00","","-1.01%"
"11/14/2021","1,187.00","1,187.00","1,187.00","1,187.00","","2.37%"
"11/07/2021","1,159.50","1,159.50","1,159.50","1,159.50","","0.28%"
"10/31/2021","1,156.25","1,156.25","1,156.25","1,156.25","","-1.76%"
"10/24/2021","1,177.00","1,177.00","1,177.00","1,177.00","","0.34%"
"10/17/2021","1,173.00","1,173.00","1,173.00","1,173.00","","0.82%"
"10/10/2021","1,163.50","1,163.50","1,163.50","1,163.50","","0.13%"
"10/03/2021","1,162.00","1,162.00","1,162.00","1,162.00","0.04K","8.93%"
"09/26/2021","1,066.75","1,066.75","1,066.75","1,066.75","","2.20%"
"09/19/2021","1,043.75","1,043.75","1,043.75","1,043.75","","0.99%"
"09/12/2021","1,033.50","1,033.50","1,033.50","1,033.50","","0.80%"
"09/05/2021","1,025.25","1,025.25","1,025.25","1,025.25","0.03K","0.07%"
"08/29/2021","1,024.50","1,024.50","1,024.50","1,024.50","1.00K","0.15%"
"08/22/2021","1,023.00","1,023.00","1,023.00","1,023.00","","0.74%"
"08/15/2021","1,015.50","1,015.50","1,015.50","1,015.50","","-1.34%"
"08/08/2021","1,029.25","1,029.25","1,029.25","1,029.25","0.03K","3.57%"
"08/01/2021","993.75","993.75","993.75","993.75","","2.58%"
"07/25/2021","968.75","968.75","968.75","968.75","","0.60%"
"07/18/2021","963.00","963.00","963.00","963.00","","0.71%"
"07/11/2021","956.25","956.25","956.25","956.25","","4.48%"
"07/04/2021","915.25","915.25","915.25","915.25","0.08K","1.64%"
"06/27/2021","900.50","900.50","900.50","900.50","","2.10%"
"06/20/2021","882.00","882.00","882.00","882.00","","0.31%"
"06/13/2021","879.25","879.25","879.25","879.25","","-3.64%"
"06/06/2021","912.50","912.50","912.50","912.50","","-7.74%"
"05/30/2021","989.00","989.00","989.00","989.00","0.06K","-1.98%"
"05/23/2021","1,009.00","1,009.00","1,009.00","1,009.00","","-0.12%"
"05/16/2021","1,010.25","1,010.25","1,010.25","1,010.25","","-2.49%"
"05/09/2021","1,036.00","1,036.00","1,036.00","1,036.00","0.02K","0.68%"
"05/02/2021","1,029.00","1,029.00","1,029.00","1,029.00","","11.12%"
"04/25/2021","926.00","926.00","926.00","926.00","","0.19%"
"04/18/2021","924.25","924.25","924.25","924.25","","2.16%"
"04/11/2021","904.75","904.75","904.75","904.75","","2.03%"
"04/04/2021","886.75","886.75","886.75","886.75","0.04K","0.42%"
"03/28/2021","883.00","883.00","883.00","883.00","","-5.41%"
"03/21/2021","933.50","933.50","933.50","933.50","","0.46%"
"03/14/2021","929.25","929.25","929.25","929.25","","-3.03%"
"03/07/2021","958.25","958.25","958.25","958.25","","6.62%"
"02/28/2021","898.75","898.75","898.75","898.75","0.09K","2.60%"
"02/21/2021","876.00","876.00","876.00","876.00","","1.24%"
"02/14/2021","865.25","865.25","865.25","865.25","","3.10%"
"02/07/2021","839.25","839.25","839.25","839.25","","3.96%"
"01/31/2021","807.25","807.25","807.25","807.25","","-7.35%"
"01/24/2021","871.25","871.25","871.25","871.25","","0.20%"
"01/17/2021","869.50","869.50","869.50","869.50","","-0.60%"
"01/10/2021","874.75","874.75","874.75","874.75","","-6.19%"
"01/03/2021","932.50","932.50","932.50","932.50","","10.00%"
"12/27/2020","847.75","847.75","847.75","847.75","","0.09%"
"12/20/2020","847.00","847.00","847.00","847.00","","0.71%"
"12/13/2020","841.00","841.00","841.00","841.00","","2.16%"
"12/06/2020","823.25","823.25","823.25","823.25","","-0.75%"
"11/29/2020","829.50","829.50","829.50","829.50","0.16K","4.67%"
"11/22/2020","792.50","792.50","792.50","792.50","","0.09%"
"11/15/2020","791.75","791.75","791.75","791.75","","0.48%"
"11/08/2020","788.00","788.00","788.00","788.00","","4.75%"
"11/01/2020","752.25","752.25","752.25","752.25","","7.39%"
"10/25/2020","700.50","700.50","700.50","700.50","","0.65%"
"10/18/2020","696.00","696.00","696.00","696.00","","0.65%"
"10/11/2020","691.50","691.50","691.50","691.50","","0.44%"
"10/04/2020","688.50","688.50","688.50","688.50","0.07K","6.25%"
"09/27/2020","648.00","648.00","648.00","648.00","","-6.15%"
"09/20/2020","690.50","690.50","690.50","690.50","","-3.09%"
"09/13/2020","712.50","712.50","712.50","712.50","","5.71%"
"09/06/2020","674.00","674.00","674.00","674.00","","-0.74%"
"08/30/2020","679.00","679.00","679.00","679.00","","5.31%"
"08/23/2020","644.75","644.75","644.75","644.75","","-0.08%"
"08/16/2020","645.25","645.25","645.25","645.25","","0.98%"
"08/09/2020","639.00","639.00","639.00","639.00","","-1.96%"
"08/02/2020","651.75","651.75","651.75","651.75","","9.81%"
"07/26/2020","593.50","593.50","593.50","593.50","","-0.88%"
"07/19/2020","598.75","598.75","598.75","598.75","","2.00%"
"07/12/2020","587.00","587.00","587.00","587.00","","5.15%"
"07/05/2020","558.25","558.25","558.25","558.25","","1.64%"
"06/28/2020","549.25","549.25","549.25","549.25","","-1.17%"
"06/21/2020","555.75","555.75","555.75","555.75","","-0.89%"
"06/14/2020","560.75","560.75","560.75","560.75","","2.14%"
"06/07/2020","549.00","549.00","549.00","549.00","","0.09%"
"05/31/2020","548.50","548.50","548.50","548.50","0.01K","12.80%"
"05/24/2020","486.25","486.25","486.25","486.25","","1.09%"
"05/17/2020","481.00","481.00","481.00","481.00","","1.80%"
"05/10/2020","472.50","472.50","472.50","472.50","","1.18%"
"05/03/2020","467.00","467.00","467.00","467.00","","-2.91%"
"04/26/2020","481.00","481.00","481.00","481.00","","-4.94%"
"04/19/2020","506.00","506.00","506.00","506.00","","-2.60%"
"04/12/2020","519.50","519.50","519.50","519.50","","-1.42%"
"04/05/2020","527.00","527.00","527.00","527.00","0.04K","2.53%"
"03/29/2020","514.00","514.00","514.00","514.00","","-5.82%"
"03/22/2020","545.75","545.75","545.75","545.75","","1.35%"
"03/15/2020","538.50","538.50","538.50","538.50","","-1.51%"
"03/08/2020","546.75","546.75","546.75","546.75","","-6.50%"
"03/01/2020","584.75","584.75","584.75","584.75","0.17K","-7.18%"
"02/23/2020","630.00","630.00","630.00","630.00","","-1.91%"
"02/16/2020","642.25","642.25","642.25","642.25","","-1.23%"
"02/09/2020","650.25","650.25","650.25","650.25","","-3.99%"
"02/02/2020","677.25","677.25","677.25","677.25","0.06K","-5.61%"
"01/26/2020","717.50","717.50","717.50","717.50","","-1.51%"
"01/19/2020","728.50","728.50","728.50","728.50","","0.73%"
"01/12/2020","723.25","723.25","723.25","723.25","","-5.21%"
"01/05/2020","763.00","763.00","763.00","763.00","0.05K","0.33%"
"12/29/2019","760.50","760.50","760.50","760.50","0.14K","9.03%"
"12/22/2019","697.50","697.50","697.50","697.50","","1.01%"
"12/15/2019","690.50","690.50","690.50","690.50","","0.80%"
"12/08/2019","685.00","685.00","685.00","685.00","","0.48%"
"12/01/2019","681.75","681.75","681.75","681.75","","8.21%"
"11/24/2019","630.00","630.00","630.00","630.00","","-0.40%"
"11/17/2019","632.50","632.50","632.50","632.50","","2.35%"
"11/10/2019","618.00","618.00","618.00","618.00","0.08K","0.12%"
"11/03/2019","617.25","617.25","617.25","617.25","0.04K","4.71%"
"10/27/2019","589.50","589.50","589.50","589.50","","9.62%"
"10/20/2019","537.75","537.75","537.75","537.75","","1.22%"
"10/13/2019","531.25","531.25","531.25","531.25","","2.16%"
"10/06/2019","520.00","520.00","520.00","520.00","","1.27%"
"09/29/2019","513.50","513.50","513.50","513.50","","-2.10%"
"09/22/2019","524.50","524.50","524.50","524.50","","-1.04%"
"09/15/2019","530.00","530.00","530.00","530.00","","0.90%"
"09/08/2019","525.25","525.25","525.25","525.25","","0.00%"
"09/01/2019","525.25","525.25","525.25","525.25","","0.82%"
"08/25/2019","521.00","521.00","521.00","521.00","","-0.33%"
"08/18/2019","522.75","522.75","522.75","522.75","","1.01%"
"08/11/2019","517.50","517.50","517.50","517.50","","0.44%"
"08/04/2019","515.25","515.25","515.25","515.25","","3.72%"
"07/28/2019","496.75","496.75","496.75","496.75","","3.06%"
"07/21/2019","482.00","482.00","482.00","482.00","","1.15%"
"07/14/2019","476.50","476.50","476.50","476.50","","0.90%"
"07/07/2019","472.25","472.25","472.25","472.25","","-0.37%"
"06/30/2019","474.00","474.00","474.00","474.00","","-1.66%"
"06/23/2019","482.00","482.00","482.00","482.00","","-0.62%"
"06/16/2019","485.00","485.00","485.00","485.00","","0.52%"
"06/09/2019","482.50","482.50","482.50","482.50","","-1.08%"
"06/02/2019","487.75","487.75","487.75","487.75","","-0.15%"
"05/26/2019","488.50","488.50","488.50","488.50","","0.67%"
"05/19/2019","485.25","485.25","485.25","485.25","","-1.72%"
"05/12/2019","493.75","493.75","493.75","493.75","","2.86%"
"05/05/2019","480.00","480.00","480.00","480.00","","-1.13%"
"04/28/2019","485.50","485.50","485.50","485.50","","-7.83%"
"04/21/2019","526.75","526.75","526.75","526.75","","-0.43%"
"04/14/2019","529.00","529.00","529.00","529.00","","0.19%"
"04/07/2019","528.00","528.00","528.00","528.00","","-2.58%"
"03/31/2019","542.00","542.00","542.00","542.00","","3.78%"
"03/24/2019","522.25","522.25","522.25","522.25","","-0.52%"
"03/17/2019","525.00","525.00","525.00","525.00","","2.34%"
"03/10/2019","513.00","513.00","513.00","513.00","","-1.63%"
"03/03/2019","521.50","521.50","521.50","521.50","0.19K","-2.98%"
"02/24/2019","537.50","537.50","537.50","537.50","","-3.37%"
"02/17/2019","556.25","556.25","556.25","556.25","","0.23%"
"02/10/2019","555.00","555.00","555.00","555.00","","-1.38%"
"02/03/2019","562.75","562.75","562.75","562.75","","0.00%"
"01/27/2019","562.75","562.75","562.75","562.75","","4.70%"
"01/20/2019","537.50","537.50","537.50","537.50","","0.89%"
"01/13/2019","532.75","532.75","532.75","532.75","","0.80%"
"01/06/2019","528.50","528.50","528.50","528.50","","0.76%"
"12/30/2018","524.50","524.50","524.50","524.50","0.20K","5.22%"
"12/23/2018","498.50","498.50","498.50","498.50","","-0.45%"
"12/16/2018","500.75","500.75","500.75","500.75","","2.25%"
"12/09/2018","489.75","489.75","489.75","489.75","","1.98%"
"12/02/2018","480.25","480.25","480.25","480.25","","-1.28%"
"11/25/2018","486.50","486.50","486.50","486.50","","-0.46%"
"11/18/2018","488.75","488.75","488.75","488.75","","1.35%"
"11/11/2018","482.25","482.25","482.25","482.25","","-2.28%"
"11/04/2018","493.50","493.50","493.50","493.50","","-4.31%"
"10/28/2018","515.75","515.75","515.75","515.75","","-2.32%"
"10/21/2018","528.00","528.00","528.00","528.00","","-0.80%"
"10/14/2018","532.25","532.25","532.25","532.25","","0.80%"
"10/07/2018","528.00","528.00","528.00","528.00","","-1.22%"
"09/30/2018","534.50","534.50","534.50","534.50","","0.00%"
"09/23/2018","534.50","534.50","534.50","534.50","","0.38%"
"09/16/2018","532.50","532.50","532.50","532.50","","-1.57%"
"09/09/2018","541.00","541.00","541.00","541.00","","-1.23%"
"09/02/2018","547.75","547.75","547.75","547.75","","0.83%"
"08/26/2018","543.25","543.25","543.25","543.25","","0.05%"
"08/19/2018","543.00","543.00","543.00","543.00","","-0.18%"
"08/12/2018","544.00","544.00","544.00","544.00","","-0.73%"
"08/05/2018","548.00","548.00","548.00","548.00","","1.81%"
"07/29/2018","538.25","538.25","538.25","538.25","","-1.60%"
"07/22/2018","547.00","547.00","547.00","547.00","","-0.23%"
"07/15/2018","548.25","548.25","548.25","548.25","","0.83%"
"07/08/2018","543.75","543.75","543.75","543.75","","-3.25%"
"07/01/2018","562.00","562.00","562.00","562.00","","-3.64%"
