"Date","Price","Open","High","Low","Vol.","Change %"
"10/29/2017","51.239","51.765","51.773","51.060","","-0.68%"
"10/22/2017","51.589","51.490","52.005","51.428","","0.19%"
"10/15/2017","51.490","51.287","51.583","51.167","","0.69%"
"10/08/2017","51.139","51.223","51.625","51.010","","0.04%"
"10/01/2017","51.119","50.805","51.315","50.805","","0.46%"
"09/24/2017","50.885","50.583","51.178","50.523","","0.43%"
"09/17/2017","50.669","51.185","51.293","50.533","","-1.18%"
"09/10/2017","51.274","50.900","51.423","50.735","","0.79%"
"09/03/2017","50.870","51.110","51.273","50.602","","-0.35%"
"08/27/2017","51.049","51.090","51.310","50.925","","-0.05%"
"08/20/2017","51.075","51.360","51.514","50.945","","-0.61%"
"08/13/2017","51.387","50.935","51.623","50.910","","0.76%"
"08/06/2017","51.001","50.330","51.145","50.260","","1.40%"
"07/30/2017","50.295","50.615","50.615","50.145","","-0.41%"
"07/23/2017","50.504","50.745","50.845","50.444","","-0.42%"
"07/16/2017","50.719","50.533","50.968","50.533","","0.18%"
"07/09/2017","50.630","50.630","50.990","50.401","","0.10%"
"07/02/2017","50.580","50.406","50.788","50.406","","0.24%"
"06/25/2017","50.459","50.114","50.690","50.041","","0.70%"
"06/18/2017","50.110","49.859","50.445","49.788","","0.47%"
"06/11/2017","49.875","49.439","50.042","49.395","","0.70%"
"06/04/2017","49.530","49.510","49.610","49.310","","0.35%"
"05/28/2017","49.355","49.764","49.915","49.320","","-0.85%"
"05/21/2017","49.777","49.670","50.085","49.622","","0.26%"
"05/14/2017","49.646","49.702","50.126","49.555","","-0.06%"
"05/07/2017","49.676","49.845","50.072","49.579","","-0.34%"
"04/30/2017","49.844","50.105","50.262","49.795","","-0.73%"
"04/23/2017","50.212","49.844","50.265","49.563","","0.75%"
"04/16/2017","49.840","49.495","49.905","49.377","","0.68%"
"04/09/2017","49.505","49.840","49.920","49.279","","-0.59%"
"04/02/2017","49.800","50.188","50.297","49.688","","-0.76%"
"03/26/2017","50.179","50.185","50.332","50.005","","-0.05%"
"03/19/2017","50.206","50.130","50.455","50.003","","-0.01%"
"03/12/2017","50.209","50.288","50.407","50.002","","-0.10%"
"03/05/2017","50.259","50.355","50.529","50.119","","-0.03%"
"02/26/2017","50.276","50.190","50.520","50.087","","0.15%"
"02/19/2017","50.200","50.080","50.538","49.980","","0.27%"
"02/12/2017","50.065","49.935","50.189","49.800","","0.21%"
"02/05/2017","49.959","49.790","50.035","49.494","","0.52%"
"01/29/2017","49.699","49.829","49.905","49.606","","-0.19%"
"01/22/2017","49.795","49.946","50.060","49.577","","-0.40%"
"01/15/2017","49.995","49.725","50.172","49.649","","0.30%"
"01/08/2017","49.845","49.570","49.903","49.380","","0.65%"
"01/01/2017","49.525","49.635","49.951","49.235","","-0.15%"
"12/25/2016","49.599","49.855","49.959","49.450","","-0.36%"
"12/18/2016","49.780","49.900","50.116","49.645","","-0.36%"
"12/11/2016","49.960","49.930","50.158","49.590","","0.14%"
"12/04/2016","49.892","49.705","49.984","49.495","","0.54%"
"11/27/2016","49.623","49.775","49.955","49.570","","-0.44%"
"11/20/2016","49.844","49.748","50.045","49.656","","0.30%"
"11/13/2016","49.696","48.931","49.880","48.861","","1.70%"
"11/06/2016","48.865","48.505","49.272","48.440","","0.66%"
"10/30/2016","48.545","48.565","48.590","48.230","","-0.05%"
"10/23/2016","48.570","48.280","48.595","48.128","","0.62%"
"10/16/2016","48.270","48.350","48.615","47.855","","-0.29%"
"10/09/2016","48.412","48.295","48.846","48.204","","0.23%"
"10/02/2016","48.300","48.390","48.440","48.098","","-0.21%"
"09/25/2016","48.400","48.020","48.515","47.970","","0.59%"
"09/18/2016","48.115","47.925","48.205","47.590","","0.30%"
"09/11/2016","47.970","47.455","48.044","47.275","","1.09%"
"09/04/2016","47.455","46.675","47.480","46.413","","1.97%"
"08/28/2016","46.540","46.455","46.798","46.345","","0.40%"
"08/21/2016","46.355","46.390","46.650","46.151","","-0.14%"
"08/14/2016","46.422","46.628","46.650","46.145","","-0.40%"
"08/07/2016","46.610","46.860","47.030","46.473","","-0.77%"
"07/31/2016","46.974","47.120","47.147","46.880","","-0.09%"
"07/24/2016","47.015","47.115","47.321","47.015","","-0.16%"
"07/17/2016","47.090","46.815","47.253","46.683","","0.60%"
"07/10/2016","46.808","47.120","47.595","46.678","","-0.76%"
"07/03/2016","47.165","47.025","47.267","46.775","","0.40%"
"06/26/2016","46.975","47.025","47.365","46.855","","-0.03%"
"06/19/2016","46.990","46.365","47.055","46.235","","1.21%"
"06/12/2016","46.430","46.208","46.568","46.076","","0.53%"
"06/05/2016","46.185","46.255","46.305","45.825","","-0.17%"
"05/29/2016","46.265","46.715","46.815","46.165","","-0.90%"
"05/22/2016","46.685","46.685","46.945","46.605","","-0.02%"
"05/15/2016","46.695","46.785","46.965","46.305","","0.06%"
"05/08/2016","46.665","47.105","47.342","46.425","","-0.89%"
"05/01/2016","47.085","47.005","47.461","46.875","","0.11%"
"04/24/2016","47.035","46.685","47.035","46.685","","0.64%"
"04/17/2016","46.735","46.085","46.820","46.045","","1.28%"
"04/10/2016","46.145","46.070","46.305","45.910","","0.11%"
"04/03/2016","46.095","46.085","46.425","45.985","","0.00%"
"03/27/2016","46.095","46.435","46.545","45.859","","-0.71%"
"03/20/2016","46.425","46.555","46.585","46.175","","-0.06%"
"03/13/2016","46.455","46.515","46.935","46.105","","0.00%"
"03/06/2016","46.455","46.755","47.045","46.455","","-0.62%"
"02/28/2016","46.745","47.595","47.620","46.705","","-1.58%"
"02/21/2016","47.495","47.545","47.740","47.470","","-0.38%"
"02/14/2016","47.675","47.505","47.742","47.365","","0.25%"
"02/07/2016","47.555","47.825","47.950","47.375","","-0.48%"
"01/31/2016","47.785","47.635","47.990","47.489","","0.17%"
"01/24/2016","47.705","47.745","48.135","47.605","","-0.06%"
"01/17/2016","47.735","47.875","47.985","47.590","","-0.21%"
"01/10/2016","47.835","47.365","47.979","47.110","","1.24%"
"01/03/2016","47.249","46.886","47.311","46.846","","0.89%"
"12/27/2015","46.832","47.170","47.220","46.790","","-0.79%"
"12/20/2015","47.205","47.295","47.375","47.060","","-0.15%"
"12/13/2015","47.275","47.425","47.534","47.185","","-0.34%"
"12/06/2015","47.435","47.025","47.529","47.025","","0.87%"
"11/29/2015","47.025","47.185","47.270","46.965","","-0.36%"
"11/22/2015","47.193","47.040","47.265","46.940","","0.46%"
"11/15/2015","46.975","47.040","47.275","46.955","","-0.23%"
"11/08/2015","47.085","47.157","47.380","46.875","","-0.15%"
"11/01/2015","47.155","46.778","47.199","46.705","","0.92%"
"10/25/2015","46.725","46.675","47.155","46.535","","0.21%"
"10/18/2015","46.625","46.035","46.685","46.020","","1.37%"
"10/11/2015","45.995","45.685","46.195","45.685","","0.68%"
"10/04/2015","45.685","46.565","46.675","45.645","","-1.87%"
"09/27/2015","46.555","46.765","47.005","46.555","","-0.45%"
"09/20/2015","46.765","46.465","47.065","46.445","","0.60%"
"09/13/2015","46.485","46.745","46.835","46.268","","-0.56%"
"09/06/2015","46.745","46.945","47.065","46.735","","-0.40%"
"08/30/2015","46.935","46.735","46.960","46.665","","0.41%"
"08/23/2015","46.745","46.735","46.914","46.545","","0.16%"
"08/16/2015","46.672","46.185","46.795","46.166","","1.05%"
"08/09/2015","46.185","45.810","46.345","45.675","","0.79%"
"08/02/2015","45.825","45.595","45.855","45.535","","0.33%"
"07/26/2015","45.675","45.555","45.845","45.435","","0.26%"
"07/19/2015","45.555","45.230","45.606","45.130","","0.65%"
"07/12/2015","45.261","45.111","45.383","45.081","","0.41%"
"07/05/2015","45.075","45.150","45.351","45.045","","0.02%"
"06/28/2015","45.065","45.140","45.245","45.005","","-0.11%"
"06/21/2015","45.115","45.040","45.205","44.905","","0.27%"
"06/14/2015","44.995","45.295","45.330","44.850","","-0.66%"
"06/07/2015","45.295","45.075","45.395","44.885","","0.45%"
"05/31/2015","45.090","44.550","45.265","44.475","","1.25%"
"05/24/2015","44.535","44.555","44.805","44.505","","-0.20%"
"05/17/2015","44.625","44.415","44.725","44.405","","0.47%"
"05/10/2015","44.415","44.585","44.895","44.325","","-0.36%"
"05/03/2015","44.575","44.635","44.795","44.485","","-0.13%"
"04/26/2015","44.635","44.245","44.675","44.175","","0.95%"
"04/19/2015","44.215","44.275","44.375","44.165","","-0.09%"
"04/12/2015","44.255","44.595","44.765","44.195","","-0.77%"
"04/05/2015","44.600","44.440","44.640","44.340","","0.60%"
"03/29/2015","44.335","44.835","44.875","44.265","","-1.03%"
"03/22/2015","44.795","44.835","44.915","44.665","","-0.12%"
"03/15/2015","44.850","44.440","45.060","44.350","","1.09%"
"03/08/2015","44.365","44.275","44.495","44.195","","0.14%"
"03/01/2015","44.305","44.125","44.315","44.045","","0.45%"
"02/22/2015","44.105","44.225","44.355","43.885","","-0.27%"
"02/15/2015","44.225","44.325","44.335","44.105","","-0.11%"
"02/08/2015","44.275","44.315","44.525","44.225","","0.06%"
"02/01/2015","44.250","44.170","44.372","44.030","","0.12%"
"01/25/2015","44.195","44.075","44.245","44.034","","0.25%"
"01/18/2015","44.085","44.605","44.775","43.985","","-1.24%"
"01/11/2015","44.640","44.910","44.990","44.540","","-0.58%"
"01/04/2015","44.900","44.880","45.160","44.860","","0.10%"
"12/28/2014","44.855","44.715","44.905","44.695","","0.44%"
"12/21/2014","44.660","44.780","44.780","44.565","","-0.25%"
"12/14/2014","44.770","44.590","44.870","44.590","","0.45%"
"12/07/2014","44.568","44.675","44.770","44.400","","-0.26%"
"11/30/2014","44.685","44.975","44.990","44.495","","-0.59%"
"11/23/2014","44.950","44.970","45.050","44.860","","0.03%"
"11/16/2014","44.935","44.935","45.235","44.865","","0.01%"
"11/09/2014","44.930","44.880","45.090","44.770","","0.16%"
"11/02/2014","44.860","44.990","45.160","44.860","","-0.26%"
"10/26/2014","44.975","44.745","45.020","44.695","","0.36%"
"10/19/2014","44.815","44.875","44.895","44.735","","-0.02%"
"10/12/2014","44.825","44.795","45.045","44.713","","0.08%"
"10/05/2014","44.790","44.860","44.870","44.570","","-0.47%"
"09/28/2014","45.000","44.945","45.120","44.730","","0.14%"
"09/21/2014","44.935","44.420","44.935","44.390","","0.88%"
"09/14/2014","44.545","43.965","44.640","43.965","","1.32%"
"09/07/2014","43.965","43.600","44.095","43.555","","0.93%"
"08/31/2014","43.560","43.671","43.740","43.480","","-0.24%"
"08/24/2014","43.666","43.880","43.880","43.535","","-0.44%"
"08/17/2014","43.860","43.655","43.923","43.625","","0.48%"
"08/10/2014","43.650","43.970","44.030","43.570","","-0.75%"
"08/03/2014","43.980","43.730","44.320","43.550","","0.63%"
"07/27/2014","43.705","43.325","43.840","43.270","","0.88%"
"07/20/2014","43.325","43.525","43.525","43.155","","-0.46%"
"07/13/2014","43.525","43.525","43.685","43.490","","0.12%"
"07/06/2014","43.475","43.495","43.615","43.225","","-0.06%"
"06/29/2014","43.500","43.760","43.760","43.490","","-0.54%"
"06/22/2014","43.735","43.805","43.965","43.715","","-0.36%"
"06/15/2014","43.895","43.825","44.140","43.725","","0.02%"
"06/08/2014","43.885","43.575","43.905","43.515","","0.85%"
"06/01/2014","43.515","43.825","43.960","43.455","","-0.75%"
"05/25/2014","43.845","43.690","44.035","43.635","","0.50%"
"05/18/2014","43.625","43.670","43.845","43.570","","-0.24%"
"05/11/2014","43.730","43.700","43.870","43.520","","0.18%"
"05/04/2014","43.650","44.460","44.490","43.600","","-1.92%"
"04/27/2014","44.505","44.605","44.630","44.408","","-0.25%"
"04/20/2014","44.615","44.405","44.815","44.380","","0.65%"
"04/13/2014","44.325","44.430","44.600","44.305","","-0.23%"
"04/06/2014","44.425","44.705","44.965","44.255","","-1.28%"
"03/30/2014","45.000","44.720","45.110","44.720","","0.50%"
"03/23/2014","44.775","45.325","45.336","44.735","","-0.94%"
"03/16/2014","45.200","44.700","45.365","44.600","","1.13%"
"03/09/2014","44.693","44.477","44.833","44.477","","0.67%"
"03/02/2014","44.395","44.755","44.885","44.303","","-0.57%"
"02/23/2014","44.650","44.590","44.760","44.510","","0.18%"
"02/16/2014","44.570","44.740","44.800","44.330","","-0.06%"
"02/09/2014","44.595","45.000","45.140","44.575","","-0.90%"
"02/02/2014","45.000","45.360","45.550","44.940","","-0.83%"
"01/26/2014","45.375","45.325","45.475","45.115","","-0.15%"
"01/19/2014","45.445","45.045","45.475","45.045","","0.76%"
"01/12/2014","45.100","44.740","45.230","44.550","","1.14%"
"01/05/2014","44.590","44.690","44.885","44.580","","-0.28%"
"12/29/2013","44.715","44.405","44.725","44.155","","0.77%"
"12/22/2013","44.375","44.475","44.495","44.325","","-0.22%"
"12/15/2013","44.475","44.155","44.560","44.045","","0.74%"
"12/08/2013","44.150","43.950","44.380","43.950","","0.40%"
"12/01/2013","43.975","43.745","44.050","43.665","","0.70%"
"11/24/2013","43.670","43.810","43.935","43.645","","-0.54%"
"11/17/2013","43.905","43.615","43.960","43.495","","0.80%"
"11/10/2013","43.555","43.265","43.850","43.265","","0.76%"
"11/03/2013","43.225","43.265","43.410","43.150","","-0.31%"
"10/27/2013","43.360","43.075","43.360","42.995","","0.65%"
"10/20/2013","43.080","43.140","43.260","42.970","","-0.02%"
"10/13/2013","43.090","43.130","43.290","43.045","","0.21%"
"10/06/2013","43.000","43.095","43.290","42.985","","-0.38%"
"09/29/2013","43.165","43.265","43.615","43.035","","-0.37%"
"09/22/2013","43.325","43.125","43.560","43.037","","0.48%"
"09/15/2013","43.120","43.665","43.775","42.900","","-1.49%"
"09/08/2013","43.770","44.270","44.400","43.630","","-1.34%"
"09/01/2013","44.365","44.605","44.705","44.225","","-0.46%"
"08/25/2013","44.570","44.250","44.770","44.180","","0.83%"
"08/18/2013","44.205","43.695","44.315","43.695","","1.33%"
"08/11/2013","43.625","43.500","43.885","43.500","","0.35%"
"08/04/2013","43.475","43.555","43.795","43.400","","-0.40%"
"07/28/2013","43.650","43.250","43.760","43.220","","0.87%"
"07/21/2013","43.275","43.235","43.425","43.110","","-0.01%"
"07/14/2013","43.280","43.400","43.570","43.155","","-0.22%"
"07/07/2013","43.375","43.620","43.745","43.205","","-0.23%"
"06/30/2013","43.475","43.190","43.525","42.985","","0.87%"
"06/23/2013","43.100","43.850","43.960","43.075","","-1.82%"
"06/16/2013","43.900","42.820","44.190","42.780","","2.49%"
"06/09/2013","42.835","42.330","43.335","42.320","","1.24%"
"06/02/2013","42.310","42.270","42.435","41.750","","0.00%"
"05/26/2013","42.310","41.610","42.595","41.575","","1.65%"
"05/19/2013","41.625","41.280","41.770","41.100","","0.95%"
"05/12/2013","41.235","41.137","41.330","41.060","","0.27%"
"05/05/2013","41.125","40.820","41.260","40.685","","0.64%"
"04/28/2013","40.865","41.210","41.305","40.765","","-0.92%"
"04/21/2013","41.245","41.100","41.415","41.050","","0.33%"
"04/14/2013","41.110","41.260","41.480","40.990","","-0.58%"
"04/07/2013","41.350","41.150","41.390","40.895","","0.44%"
"03/31/2013","41.170","40.790","41.350","40.740","","0.78%"
"03/24/2013","40.850","40.830","41.215","40.740","","-0.10%"
"03/17/2013","40.890","40.600","40.925","40.590","","0.79%"
"03/10/2013","40.570","40.680","40.780","40.500","","-0.37%"
"03/03/2013","40.720","40.670","40.865","40.600","","0.09%"
"02/24/2013","40.685","40.670","40.828","40.600","","-0.16%"
"02/17/2013","40.750","40.593","40.850","40.570","","0.33%"
"02/10/2013","40.615","40.675","40.760","40.540","","-0.23%"
"02/03/2013","40.710","40.695","40.775","40.540","","0.15%"
"01/27/2013","40.650","40.655","41.015","40.555","","-0.12%"
"01/20/2013","40.700","40.575","40.845","40.540","","0.37%"
"01/13/2013","40.550","40.590","40.772","40.480","","-0.12%"
"01/06/2013","40.600","40.905","41.030","40.545","","-0.66%"
"12/30/2012","40.870","40.980","41.100","40.700","","-0.49%"
"12/23/2012","41.070","41.133","41.450","41.000","","-0.12%"
"12/16/2012","41.120","41.080","41.230","40.900","","-0.02%"
"12/09/2012","41.130","40.935","41.240","40.830","","0.42%"
"12/02/2012","40.960","40.890","41.020","40.790","","0.39%"
"11/25/2012","40.800","41.050","41.100","40.700","","-0.65%"
"11/18/2012","41.065","41.330","41.355","40.990","","-0.57%"
"11/11/2012","41.300","41.040","41.455","40.985","","0.61%"
"11/04/2012","41.050","41.180","41.370","40.880","","-0.12%"
"10/28/2012","41.100","41.210","41.380","41.050","","-0.42%"
"10/21/2012","41.275","41.390","41.505","41.170","","-0.12%"
"10/14/2012","41.325","41.430","41.565","41.050","","-0.21%"
"10/07/2012","41.410","41.450","41.690","41.320","","-0.13%"
"09/30/2012","41.465","41.770","41.875","41.320","","-0.50%"
"09/23/2012","41.675","41.660","42.045","41.630","","0.06%"
"09/16/2012","41.650","41.400","41.860","41.280","","0.62%"
"09/09/2012","41.395","41.740","41.805","41.235","","-0.36%"
"09/02/2012","41.545","42.060","42.115","41.520","","-1.39%"
"08/26/2012","42.130","42.155","42.455","41.985","","-0.26%"
"08/19/2012","42.240","42.390","42.455","41.985","","-0.38%"
"08/12/2012","42.400","41.780","42.460","41.780","","1.30%"
"08/05/2012","41.855","41.720","41.950","41.680","","0.07%"
"07/29/2012","41.825","41.900","42.000","41.670","","-0.36%"
"07/22/2012","41.975","41.860","42.275","41.825","","0.18%"
"07/15/2012","41.900","41.980","42.110","41.550","","-0.15%"
"07/08/2012","41.965","41.790","42.185","41.790","","0.27%"
"07/01/2012","41.850","41.950","42.100","41.580","","-0.19%"
"06/24/2012","41.930","42.500","42.740","41.880","","-1.25%"
"06/17/2012","42.460","42.260","42.605","42.020","","0.43%"
"06/10/2012","42.280","42.990","43.120","42.230","","-2.31%"
"06/03/2012","43.280","43.400","43.600","43.007","","-0.45%"
"05/27/2012","43.475","43.755","43.790","43.200","","-0.67%"
"05/20/2012","43.770","43.080","44.000","43.000","","1.48%"
"05/13/2012","43.130","42.530","43.330","42.530","","1.55%"
"05/06/2012","42.470","42.320","42.720","42.250","","0.45%"
"04/29/2012","42.280","42.370","42.420","42.100","","0.07%"
"04/22/2012","42.250","42.605","42.810","42.200","","-0.71%"
"04/15/2012","42.550","42.660","42.860","42.500","","-0.09%"
"04/08/2012","42.590","42.850","42.960","42.540","","-0.37%"
"04/01/2012","42.750","42.830","42.940","42.400","","-0.42%"
"03/25/2012","42.930","42.955","43.125","42.680","","0.05%"
"03/18/2012","42.910","43.070","43.230","42.780","","-0.23%"
"03/11/2012","43.010","42.690","43.220","42.470","","1.06%"
"03/04/2012","42.560","42.680","43.095","42.420","","-0.44%"
"02/26/2012","42.750","42.840","43.160","42.580","","-0.14%"
"02/19/2012","42.810","42.615","42.940","42.420","","0.28%"
"02/12/2012","42.690","42.480","42.950","42.345","","0.39%"
"02/05/2012","42.525","42.700","42.755","42.000","","-0.18%"
"01/29/2012","42.600","42.850","43.110","42.550","","-0.44%"
"01/22/2012","42.790","43.150","43.320","42.720","","-1.17%"
"01/15/2012","43.295","43.740","44.015","43.000","","-1.05%"
"01/08/2012","43.755","44.130","44.375","43.650","","-0.88%"
"01/01/2012","44.145","43.840","44.205","43.600","","0.70%"
"12/25/2011","43.840","43.470","44.150","43.450","","0.78%"
"12/18/2011","43.500","43.840","44.100","43.400","","-0.75%"
"12/11/2011","43.830","43.600","44.290","43.450","","0.44%"
"12/04/2011","43.640","43.300","43.650","43.210","","0.86%"
"11/27/2011","43.270","43.890","43.910","43.180","","-1.52%"
"11/20/2011","43.940","43.395","43.940","43.180","","1.15%"
"11/13/2011","43.440","43.290","43.620","43.170","","0.31%"
"11/06/2011","43.305","42.790","43.375","42.790","","0.94%"
"10/30/2011","42.900","42.860","43.165","42.730","","0.63%"
"10/23/2011","42.630","43.340","43.440","42.530","","-1.85%"
"10/16/2011","43.435","43.280","43.495","43.050","","0.24%"
"10/09/2011","43.330","43.535","43.660","43.150","","-0.49%"
"10/02/2011","43.545","43.840","44.180","43.450","","-0.41%"
"09/25/2011","43.725","43.670","43.895","43.240","","0.36%"
"09/18/2011","43.570","43.360","43.990","43.280","","0.60%"
"09/11/2011","43.310","42.640","43.445","42.360","","1.94%"
"09/04/2011","42.485","42.200","42.555","42.150","","0.51%"
"08/28/2011","42.270","42.360","42.920","42.050","","-0.14%"
"08/21/2011","42.330","42.580","42.640","42.230","","-0.63%"
"08/14/2011","42.600","42.580","42.670","42.265","","-0.08%"
"08/07/2011","42.635","42.580","42.790","42.400","","0.13%"
"07/31/2011","42.580","41.950","42.730","41.900","","1.04%"
"07/24/2011","42.140","42.350","42.610","42.070","","-0.61%"
"07/17/2011","42.400","42.970","43.090","42.340","","-1.27%"
"07/10/2011","42.945","42.720","43.205","42.715","","0.48%"
"07/03/2011","42.740","43.065","43.135","42.690","","-1.01%"
"06/26/2011","43.175","43.590","43.705","43.150","","-0.29%"
"06/19/2011","43.300","43.650","43.760","43.290","","-0.80%"
"06/12/2011","43.650","43.230","43.740","43.170","","1.07%"
"06/05/2011","43.190","43.125","43.320","43.105","","-0.03%"
"05/29/2011","43.205","43.280","43.360","43.040","","-0.32%"
"05/22/2011","43.345","43.220","43.615","43.107","","0.51%"
"05/15/2011","43.125","43.300","43.395","43.080","","0.06%"
"05/08/2011","43.100","43.020","43.260","42.822","","0.05%"
"05/01/2011","43.080","42.750","43.140","42.625","","0.64%"
"04/24/2011","42.805","43.269","43.335","42.780","","-0.86%"
"04/17/2011","43.175","43.240","43.445","43.130","","-0.20%"
"04/10/2011","43.260","43.010","43.450","42.950","","0.84%"
"04/03/2011","42.900","43.345","43.460","42.850","","-0.92%"
"03/27/2011","43.300","43.290","43.640","43.250","","0.12%"
"03/20/2011","43.250","43.805","43.815","43.240","","-0.73%"
"03/13/2011","43.570","43.580","44.060","43.455","","-0.05%"
"03/06/2011","43.590","43.280","43.720","43.150","","0.73%"
"02/27/2011","43.275","43.750","43.885","43.250","","-1.13%"
"02/20/2011","43.770","43.340","43.980","43.235","","0.90%"
"02/13/2011","43.380","43.790","43.950","43.300","","-0.97%"
"02/06/2011","43.805","43.700","43.955","43.320","","0.24%"
"01/30/2011","43.700","44.080","44.430","43.650","","-0.91%"
"01/23/2011","44.100","44.470","44.630","44.015","","-0.79%"
"01/16/2011","44.450","44.200","44.800","44.100","","0.29%"
"01/09/2011","44.320","44.130","44.500","43.850","","0.27%"
"01/02/2011","44.200","43.680","44.310","43.500","","1.27%"
"12/26/2010","43.645","44.025","44.135","43.600","","-0.90%"
"12/19/2010","44.040","44.200","44.505","44.000","","-0.54%"
"12/12/2010","44.280","43.710","44.400","43.570","","1.36%"
"12/05/2010","43.685","43.800","43.955","43.445","","-0.13%"
"11/28/2010","43.740","44.180","44.350","43.590","","-0.93%"
"11/21/2010","44.150","43.600","44.400","43.600","","1.03%"
"11/14/2010","43.700","43.700","44.000","43.420","","-0.51%"
"11/07/2010","43.925","42.700","44.090","42.700","","3.04%"
"10/31/2010","42.630","43.005","43.100","42.340","","-0.63%"
"10/24/2010","42.900","43.030","43.400","42.800","","-0.66%"
"10/17/2010","43.185","43.260","43.755","43.060","","-0.36%"
"10/10/2010","43.340","43.320","43.840","43.100","","0.16%"
"10/03/2010","43.270","43.840","43.960","43.220","","-1.09%"
"09/26/2010","43.745","43.930","44.255","43.620","","-0.14%"
"09/19/2010","43.805","44.220","44.445","43.680","","-0.93%"
"09/12/2010","44.215","44.100","44.540","43.820","","0.71%"
"09/05/2010","43.905","44.565","44.685","43.880","","-1.28%"
"08/29/2010","44.475","45.110","45.445","44.390","","-1.13%"
"08/22/2010","44.985","44.900","45.675","44.860","","-0.33%"
"08/15/2010","45.135","45.300","45.655","44.800","","-0.33%"
"08/08/2010","45.285","44.900","45.655","44.785","","1.00%"
"08/01/2010","44.835","45.515","45.595","44.750","","-1.45%"
"07/25/2010","45.495","46.350","46.695","45.420","","-1.81%"
"07/18/2010","46.335","46.300","46.705","46.210","","-0.32%"
"07/11/2010","46.485","46.165","46.560","45.985","","0.55%"
"07/04/2010","46.230","46.600","46.630","46.060","","-0.77%"
"06/27/2010","46.590","46.425","46.680","45.900","","0.90%"
"06/20/2010","46.175","45.650","46.655","45.340","","0.82%"
"06/13/2010","45.800","46.625","46.665","45.760","","-1.33%"
"06/06/2010","46.415","46.900","46.925","46.260","","-0.68%"
"05/30/2010","46.735","46.180","46.825","46.180","","1.28%"
"05/23/2010","46.145","46.450","47.455","46.060","","-0.94%"
"05/16/2010","46.585","44.900","46.645","44.750","","3.16%"
"05/09/2010","45.160","45.525","45.750","44.500","","-1.13%"
"05/02/2010","45.675","44.480","45.875","44.400","","2.64%"
"04/25/2010","44.500","44.400","44.920","43.985","","0.46%"
"04/18/2010","44.295","44.400","44.920","44.200","","-0.37%"
"04/11/2010","44.460","44.750","44.980","43.980","","-0.65%"
"04/04/2010","44.750","45.300","45.400","44.600","","-0.37%"
"03/28/2010","44.915","45.500","45.615","44.900","","-1.39%"
"03/21/2010","45.550","45.550","46.050","45.400","","-0.02%"
"03/14/2010","45.560","45.700","46.100","45.140","","-0.33%"
"03/07/2010","45.710","46.050","46.120","45.450","","-0.50%"
"02/28/2010","45.940","46.150","46.280","45.830","","-0.88%"
"02/21/2010","46.350","46.090","46.385","45.950","","0.39%"
"02/14/2010","46.170","46.650","46.730","45.580","","-0.41%"
"02/07/2010","46.360","46.150","46.780","46.050","","-0.41%"
"01/31/2010","46.550","46.600","46.830","45.800","","0.11%"
"01/24/2010","46.500","46.660","46.970","45.845","","0.59%"
"01/17/2010","46.225","45.810","46.365","45.700","","0.71%"
"01/10/2010","45.900","45.670","46.100","45.350","","0.37%"
"01/03/2010","45.730","46.450","46.550","45.600","","-1.12%"
"12/27/2009","46.250","46.490","46.620","46.000","","-0.56%"
"12/20/2009","46.510","46.350","46.740","46.250","","-0.26%"
"12/13/2009","46.630","46.200","46.830","45.870","","1.26%"
"12/06/2009","46.050","46.250","46.500","45.850","","0.02%"
"11/29/2009","46.040","47.200","47.480","45.850","","-2.35%"
"11/22/2009","47.150","46.750","47.390","46.480","","0.53%"
"11/15/2009","46.900","46.880","47.480","46.400","","0.64%"
"11/08/2009","46.600","47.030","47.380","46.480","","-2.05%"
"11/01/2009","47.575","47.710","47.925","47.170","","0.21%"
"10/25/2009","47.475","46.990","48.125","46.800","","1.28%"
"10/18/2009","46.875","46.980","47.515","46.420","","-0.24%"
"10/11/2009","46.990","46.520","46.990","46.150","","1.00%"
"10/04/2009","46.525","46.850","47.265","46.250","","-1.07%"
"09/27/2009","47.030","47.240","47.860","46.890","","-0.41%"
"09/20/2009","47.225","47.650","47.875","47.100","","-1.00%"
"09/13/2009","47.700","48.400","48.550","47.500","","-1.15%"
"09/06/2009","48.255","48.780","48.855","48.100","","-1.02%"
"08/30/2009","48.750","48.770","49.080","48.500","","-0.26%"
"08/23/2009","48.875","48.270","49.105","48.100","","1.45%"
"08/16/2009","48.175","48.140","48.640","47.950","","0.26%"
"08/09/2009","48.050","47.770","48.160","47.600","","0.27%"
"08/02/2009","47.920","47.900","48.210","47.600","","-0.21%"
"07/26/2009","48.020","48.030","48.250","47.850","","0.00%"
"07/19/2009","48.020","47.940","48.410","47.820","","0.17%"
"07/12/2009","47.940","48.230","48.490","47.870","","-0.56%"
"07/05/2009","48.210","48.110","48.495","47.970","","0.40%"
"06/28/2009","48.020","48.290","48.400","47.920","","0.04%"
"06/21/2009","48.000","48.370","48.820","47.900","","-0.52%"
"06/14/2009","48.250","48.030","48.650","48.000","","1.47%"
"06/07/2009","47.550","47.300","47.950","47.150","","1.06%"
"05/31/2009","47.050","47.260","47.550","46.900","","-0.25%"
"05/24/2009","47.170","46.920","47.720","46.820","","0.64%"
"05/17/2009","46.870","47.820","47.920","46.820","","-1.51%"
"05/10/2009","47.590","47.030","47.880","46.950","","1.02%"
