date,cno_price,cpo_price_lag1,cpo_price_lag2,cpo_price_lag3,cpo_price_lag4,usd_php_lag1,usd_php_lag2,usd_php_lag3,usd_php_lag4,oni_lag1,copra_farmgate_lag1,copra_farmgate_lag2,copra_farmgate_lag3,copra_farmgate_lag4,coconut_prod_lag1,coconut_prod_lag2,coconut_prod_lag3,coconut_prod_lag4,coconut_prod_lag5,coconut_prod_lag6,scfm,scfm_lag1,scfm_mean6,scfm_dev,target_next_cno_log_return,target_next_cno_direction
2019-08-01,897.13,481.875,482.25,486.875,517.3125,51.235,51.58579999999999,52.2545,51.795,0.33,13.44,13.53,13.64,13.53,3957577.12,3226544.1,3226544.1,3226544.1,3216194.33,3216194.33,498.8379694870044,499.93018958336444,631.1819518419757,-132.34398235497127,-0.0774739188371912,0
2019-09-01,830.25,519.125,481.875,482.25,486.875,52.22,51.235,51.58579999999999,52.2545,0.19,13.59,13.44,13.53,13.64,3957577.12,3957577.12,3226544.1,3226544.1,3226544.1,3216194.33,484.0425129944739,498.8379694870044,588.528159849092,-104.48564685461815,-0.08938258552540526,0
2019-10-01,759.26,523.7,519.125,481.875,482.25,51.89,52.22,51.235,51.58579999999999,0.23,13.59,13.59,13.44,13.53,3957577.12,3957577.12,3957577.12,3226544.1,3226544.1,3226544.1,414.535438978058,484.0425129944739,555.3488670302451,-140.81342805218708,0.047594049578880845,1
2019-11-01,796.27,544.625,523.7,519.125,481.875,51.13,51.89,52.22,51.235,0.39,13.42,13.59,13.59,13.44,3974520.04,3957577.12,3957577.12,3957577.12,3226544.1,3226544.1,342.6437805283141,414.535438978058,504.5523740094886,-161.90859348117448,-0.02956872354862511,0
2019-12-01,773.07,624.4375,544.625,523.7,519.125,50.7175,51.13,51.89,52.22,0.58,14.42,13.42,13.59,13.59,3974520.04,3974520.04,3957577.12,3957577.12,3957577.12,3226544.1,344.96840017964433,342.6437805283141,459.47438655463293,-114.5059863749886,-0.08449918024566624,0
2020-01-01,710.43,703.05,624.4375,544.625,523.7,50.814,50.7175,51.13,51.89,0.66,18.0,14.42,13.42,13.59,3974520.04,3974520.04,3974520.04,3957577.12,3957577.12,3957577.12,210.7952613171849,344.96840017964433,430.82638195847653,-220.03112064129164,-0.04589751478975954,0
2020-02-01,678.56,733.0625,703.05,624.4375,544.625,50.817499999999995,50.814,50.7175,51.13,0.64,20.1,18.0,14.42,13.42,3074815.87,3974520.04,3974520.04,3974520.04,3957577.12,3957577.12,82.59978590521155,210.7952613171849,382.6372272474466,-300.03744134223507,-0.014742062869549464,0
2020-03-01,668.63,649.9375,733.0625,703.05,624.4375,50.832499999999996,50.817499999999995,50.814,50.7175,0.63,18.05,20.1,18.0,14.42,3074815.87,3074815.87,3974520.04,3974520.04,3974520.04,3957577.12,114.92858996127177,82.59978590521155,313.2641966504811,-198.33560668920933,-0.011219849990021393,0
2020-04-01,661.17,545.95,649.9375,733.0625,703.05,50.914,50.832499999999996,50.817499999999995,50.814,0.53,16.35,18.05,20.1,18.0,3074815.87,3074815.87,3074815.87,3974520.04,3974520.04,3974520.04,158.90024094785417,114.92858996127177,251.74520947828077,-92.8449685304266,-0.039441558204148755,0
2020-05-01,635.6,508.375,545.95,649.9375,733.0625,50.635,50.914,50.832499999999996,50.817499999999995,0.3,16.05,16.35,18.05,20.1,3166330.54,3074815.87,3074815.87,3074815.87,3974520.04,3974520.04,158.03599237305264,158.90024094785417,209.1393431399135,-51.10335076686087,0.03358631424447439,1
2020-07-01,657.31,553.6875,491.05,508.375,545.95,49.94,50.416,50.635,50.914,-0.23,17.7,16.48,16.05,16.35,3166330.54,3166330.54,3166330.54,3074815.87,3074815.87,3074815.87,73.02014226595725,158.03599237305264,178.3713784473699,-105.35123618141265,0.09009496276948206,1
2020-08-01,719.28,584.375,553.6875,491.05,508.375,49.3175,49.94,50.416,50.635,-0.36,18.43,17.7,16.48,16.05,3897808.58,3166330.54,3166330.54,3166330.54,3074815.87,3074815.87,64.13377951095947,73.02014226595725,133.04666879508872,-68.91288928412925,0.006582116314820834,1
2020-09-01,724.03,651.95,584.375,553.6875,491.05,48.664,49.3175,49.94,50.416,-0.53,18.91,18.43,17.7,16.48,3897808.58,3897808.58,3166330.54,3166330.54,3166330.54,3074815.87,102.4816888074754,64.13377951095947,108.60308849405116,-6.121399686575771,-0.0062485049689409026,0
2020-10-01,719.52,681.25,651.95,584.375,553.6875,48.4875,48.664,49.3175,49.94,-0.85,19.81,18.91,18.43,17.7,3897808.58,3897808.58,3897808.58,3166330.54,3166330.54,3166330.54,75.52379851622686,102.4816888074754,111.9167389777618,-36.392940461534934,0.16538063034504308,1
2020-11-01,848.92,694.125,681.25,651.95,584.375,48.485,48.4875,48.664,49.3175,-1.12,21.07,19.81,18.91,18.43,3957818.98,3897808.58,3897808.58,3897808.58,3166330.54,3166330.54,29.73048892555539,75.52379851622686,105.34927373692096,-75.61878481136557,0.19460077140800797,1
2020-12-01,1031.29,790.8,694.125,681.25,651.95,48.156,48.485,48.4875,48.664,-1.2,25.85,21.07,19.81,18.91,3957818.98,3957818.98,3897808.58,3897808.58,3897808.58,3166330.54,-3.13885106209068,29.73048892555539,83.8209817332045,-86.95983279529518,-0.027097347881428535,0
2021-01-01,1003.72,839.75,790.8,694.125,681.25,48.0575,48.156,48.485,48.4875,-1.08,28.57,25.85,21.07,19.81,3957818.98,3957818.98,3957818.98,3897808.58,3897808.58,3897808.58,87.64527546779686,-3.13885106209068,56.95850782734728,30.68676764044958,-0.1731737123099077,0
2021-02-01,844.12,871.05,839.75,790.8,694.125,48.058,48.0575,48.156,48.485,-0.91,29.84,28.57,25.85,21.07,3050782.3,3957818.98,3957818.98,3957818.98,3897808.58,3897808.58,18.13842429815304,87.64527546779686,59.396030027653886,-41.257605729500845,-0.007610748813801693,0
2021-03-01,837.72,869.8125,871.05,839.75,790.8,48.4625,48.058,48.0575,48.156,-0.79,28.97,29.84,28.57,25.85,3050782.3,3050782.3,3957818.98,3957818.98,3957818.98,3897808.58,-104.7399841965846,18.13842429815304,51.730137492186145,-156.47012168877075,-0.0038391895167317696,0
2021-04-01,834.51,926.0,869.8125,871.05,839.75,48.484249999999996,48.4625,48.058,48.0575,-0.71,29.64,28.97,29.84,28.57,3050782.3,3050782.3,3050782.3,3957818.98,3957818.98,3957818.98,-132.64912085097842,-104.7399841965846,17.19319199150948,-149.8423128424879,-0.0026157294557012274,0
2021-05-01,832.33,910.4375,926.0,869.8125,871.05,48.33,48.484249999999996,48.4625,48.058,-0.55,30.3,29.64,28.97,29.84,3195976.84,3050782.3,3050782.3,3050782.3,3957818.98,3957818.98,-160.63252214438432,-132.64912085097842,-17.5022945696914,-143.13022757469292,0.09620212901253183,1
2021-06-01,916.38,1014.65,910.4375,926.0,869.8125,47.757,48.33,48.484249999999996,48.4625,-0.39,31.3,30.3,29.64,28.97,3195976.84,3195976.84,3050782.3,3050782.3,3050782.3,3957818.98,-207.98952766169748,-160.63252214438432,-49.22946308134802,-158.76006458034945,-0.031110344640052884,0
2021-07-01,888.31,893.5625,1014.65,910.4375,926.0,48.4775,47.757,48.33,48.484249999999996,-0.3,31.61,31.3,30.3,29.64,3195976.84,3195976.84,3195976.84,3050782.3,3050782.3,3050782.3,-118.62805888511537,-207.98952766169748,-83.37124251461582,-35.25681637049955,0.09955744204209134,1
2021-08-01,981.3,950.8125,893.5625,1014.65,910.4375,50.1275,48.4775,47.757,48.33,-0.35,31.69,31.61,31.3,30.3,3974567.94,3195976.84,3195976.84,3195976.84,3050782.3,3050782.3,-115.16289016183339,-118.62805888511537,-117.75013157343453,2.5872414116011413,0.05248589794345712,1
2021-09-01,1034.18,1017.2,950.8125,893.5625,1014.65,50.236000000000004,50.1275,48.4775,47.757,-0.45,30.64,31.69,31.61,31.3,3974567.94,3974567.94,3195976.84,3195976.84,3195976.84,3050782.3,13.171155447873389,-115.16289016183339,-139.9670173167656,153.138172764639,0.07825448430493116,1
2021-10-01,1118.36,1042.3125,1017.2,950.8125,893.5625,50.34425,50.236000000000004,50.1275,48.4775,-0.63,29.44,30.64,31.69,31.61,3974567.94,3974567.94,3974567.94,3195976.84,3195976.84,3195976.84,105.96756799120601,13.171155447873389,-120.31516070935594,226.28272870056196,0.2021806961511354,1
2021-11-01,1368.95,1166.35,1042.3125,1017.2,950.8125,50.5382,50.34425,50.236000000000004,50.1275,-0.76,33.14,29.44,30.64,31.69,4099874.75,3974567.94,3974567.94,3974567.94,3195976.84,3195976.84,77.50032151571281,105.96756799120601,-80.54571256899186,158.04603408470467,0.06778391571217558,1
2021-12-01,1464.96,1148.875,1166.35,1042.3125,1017.2,50.29,50.5382,50.34425,50.236000000000004,-0.91,34.55,33.14,29.44,30.64,4099874.75,4099874.75,3974567.94,3974567.94,3974567.94,3195976.84,278.44950603957363,77.50032151571281,-40.856905292309,319.30641133188266,-0.001290970558696751,0
2022-01-01,1463.07,1093.6875,1148.875,1166.35,1042.3125,50.305,50.29,50.5382,50.34425,-0.87,33.05,34.55,33.14,29.44,4099874.75,4099874.75,4099874.75,3974567.94,3974567.94,3974567.94,422.1150052615553,278.44950603957363,40.21626699123618,381.89873827031914,-0.012773726859160572,0
2022-03-01,1444.5,1369.9375,1227.7,1093.6875,1148.875,51.482,51.239999999999995,50.305,50.29,-0.79,39.5,36.18,33.05,34.55,3116932.83,3116932.83,4099874.75,4099874.75,4099874.75,3974567.94,245.19942973441766,422.1150052615553,130.3401110156813,114.85931871873638,0.06444116437363313,1
2022-04-01,1540.65,1448.8125,1369.9375,1227.7,1093.6875,52.055,51.482,51.239999999999995,50.305,-0.86,42.53,39.5,36.18,33.05,3116932.83,3116932.83,3116932.83,4099874.75,4099874.75,4099874.75,147.64212836544993,245.19942973441766,190.4004976650565,-42.75836929960656,0.07439630608163625,1
2022-05-01,1659.64,1428.9375,1448.8125,1369.9375,1227.7,52.095,52.055,51.482,51.239999999999995,-0.95,42.73,42.53,39.5,36.18,3262783.79,3116932.83,3116932.83,3116932.83,4099874.75,4099874.75,238.69401909210433,147.64212836544993,212.81232648465257,25.881692607451754,0.032952301138518096,1
2022-06-01,1715.24,1434.95,1428.9375,1448.8125,1369.9375,52.422000000000004,52.095,52.055,51.482,-0.9,38.04,42.73,42.53,39.5,3262783.79,3262783.79,3116932.83,3116932.83,3116932.83,4099874.75,507.81533896165024,238.69401909210433,234.9334016681356,272.8819372935146,-0.026322283338105237,0
2022-07-01,1670.68,1247.1875,1434.95,1428.9375,1448.8125,54.2025,52.422000000000004,52.095,52.055,-0.78,35.72,38.04,42.73,42.53,3262783.79,3262783.79,3262783.79,3116932.83,3116932.83,3116932.83,669.1920741956053,507.81533896165024,306.6525712424586,362.5395029531467,-0.05322061921987457,0
2022-08-01,1584.09,892.65,1247.1875,1434.95,1428.9375,55.8162,54.2025,52.422000000000004,52.095,-0.76,31.34,35.72,38.04,42.73,4016186.92,3262783.79,3262783.79,3262783.79,3116932.83,3116932.83,779.4328039165738,669.1920741956053,371.7763326017971,407.6564713147767,-0.058794016141210964,0
2022-09-01,1493.64,916.5625,892.65,1247.1875,1434.95,56.1625,55.8162,54.2025,52.422000000000004,-0.87,27.34,31.34,35.72,38.04,4016186.92,4016186.92,3262783.79,3262783.79,3262783.79,3116932.83,811.3889023489802,779.4328039165738,431.32929904430017,380.05960330468,-0.0058013215640866245,0
2022-10-01,1485.0,825.3125,916.5625,892.65,1247.1875,57.9025,56.1625,55.8162,54.2025,-0.97,25.95,27.34,31.34,35.72,4016186.92,4016186.92,4016186.92,3262783.79,3262783.79,3262783.79,782.2635276460226,811.3889023489802,525.6942111467273,256.56931649929527,0.2583988887896025,1
2022-11-01,1922.86,840.75,825.3125,916.5625,892.65,58.64,57.9025,56.1625,55.8162,-0.94,24.18,25.95,27.34,31.34,4136614.24,4016186.92,4016186.92,4016186.92,3262783.79,3262783.79,830.4817124667056,782.2635276460226,631.4644443601561,199.01726810654952,0.019477690804329924,1
2022-12-01,1960.68,901.5625,840.75,825.3125,916.5625,56.71,58.64,57.9025,56.1625,-0.85,24.51,24.18,25.95,27.34,4136614.24,4136614.24,4016186.92,4016186.92,4016186.92,3262783.79,1236.8299893358858,830.4817124667056,730.0957265892563,506.7342627466295,-0.14518981966547537,0
2023-01-01,1695.71,897.4375,901.5625,840.75,825.3125,55.43875,56.71,58.64,57.9025,-0.71,23.6,24.51,24.18,25.95,4136614.24,4136614.24,4136614.24,4016186.92,4016186.92,4016186.92,1284.9736130356932,1236.8299893358858,851.5981683182955,433.3754447173977,0.1730832600592927,1
2023-02-01,2016.14,910.3,897.4375,901.5625,840.75,54.598400000000005,55.43875,56.71,58.64,-0.54,21.98,23.6,24.51,24.18,3160829.35,4136614.24,4136614.24,4136614.24,4016186.92,4016186.92,1056.7006354602172,1284.9736130356932,954.2284247916435,102.47221066857367,0.06330117266460111,1
2023-03-01,2147.89,930.25,910.3,897.4375,901.5625,54.89625,54.598400000000005,55.43875,56.71,-0.29,21.95,21.98,23.6,24.51,3160829.35,3160829.35,4136614.24,4136614.24,4136614.24,4016186.92,1381.4651389435558,1056.7006354602172,1000.4397300489173,381.0254088946384,0.03761427040747765,1
2023-04-01,2230.22,891.375,930.25,910.3,897.4375,54.601,54.89625,54.598400000000005,55.43875,-0.02,22.45,21.95,21.98,23.6,3160829.35,3160829.35,3160829.35,4136614.24,4136614.24,4136614.24,1495.2477290723496,1381.4651389435558,1095.4524361480132,399.7952929243363,-0.06273285678775187,0
2023-05-01,2094.61,839.8,891.375,930.25,910.3,55.312599999999996,54.601,54.89625,54.598400000000005,0.27,22.17,22.45,21.95,21.98,3302261.86,3160829.35,3160829.35,3160829.35,4136614.24,4136614.24,1594.0091512878403,1495.2477290723496,1214.2831363857347,379.7260149021056,-0.14420244456398204,0
2023-06-01,1813.33,775.9375,839.8,891.375,930.25,55.8515,55.312599999999996,54.601,54.89625,0.57,22.23,22.17,22.45,21.95,3302261.86,3302261.86,3160829.35,3160829.35,3160829.35,4136614.24,1462.832620955314,1594.0091512878403,1341.5377095225904,121.29491143272367,-0.0642426084976448,0
2023-07-01,1700.5,754.3125,775.9375,839.8,891.375,55.691,55.8515,55.312599999999996,54.601,0.84,22.23,22.23,22.17,22.45,3302261.86,3302261.86,3302261.86,3160829.35,3160829.35,3160829.35,1179.7318551343253,1462.832620955314,1379.204814792495,-199.47295965816966,-0.09879581240345793,0
2023-08-01,1540.53,849.9,754.3125,775.9375,839.8,55.0332,55.691,55.8515,55.312599999999996,1.12,23.01,22.23,22.23,22.17,3951409.9,3302261.86,3302261.86,3302261.86,3160829.35,3160829.35,1036.8313504610032,1179.7318551343253,1361.6645218089336,-324.8331713479304,-0.10673689094200821,0
2023-09-01,1384.57,840.6875,849.9,754.3125,775.9375,56.46,55.0332,55.691,55.8515,1.37,23.39,23.01,22.23,22.23,3951409.9,3951409.9,3302261.86,3302261.86,3302261.86,3160829.35,882.9496931104477,1036.8313504610032,1358.3529743090646,-475.4032811986169,-0.10376722717737616,0
2023-10-01,1248.1,815.8125,840.6875,849.9,754.3125,56.753,56.46,55.0332,55.691,1.6,23.43,23.39,23.01,22.23,3951409.9,3951409.9,3951409.9,3302261.86,3302261.86,3302261.86,729.2658541314786,882.9496931104477,1275.2670666702134,-546.0012125387348,-0.11897555798212824,0
2023-12-01,1108.1,821.125,782.55,815.8125,840.6875,55.56825,56.650999999999996,56.753,56.46,1.99,23.33,22.89,23.43,23.39,4051884.41,4051884.41,3951409.9,3951409.9,3951409.9,3302261.86,581.6808482047566,729.2658541314786,1147.603420846735,-565.9225726419784,0.05713083873224731,1
2024-01-01,1173.25,800.5,821.125,782.55,815.8125,55.5096,55.56825,56.650999999999996,56.753,2.06,23.78,23.33,22.89,23.43,4051884.41,4051884.41,4051884.41,3951409.9,3951409.9,3951409.9,428.10893996656887,581.6808482047566,978.8820369995542,-550.7730970329853,-0.012729300483650634,0
2024-02-01,1158.41,811.5,800.5,821.125,782.55,56.02625,55.5096,55.56825,56.650999999999996,1.92,23.61,23.78,23.33,22.89,3049947.29,4051884.41,4051884.41,4051884.41,3951409.9,3951409.9,504.34586173997945,428.10893996656887,806.4280901680967,-302.0822284281172,-0.07147718836166536,0
2024-03-01,1078.5,811.5625,811.5,800.5,821.125,55.9575,56.02625,55.5096,55.56825,1.62,24.03,23.61,23.78,23.33,3049947.29,3049947.29,4051884.41,4051884.41,4051884.41,3951409.9,476.7702351274246,504.34586173997945,693.8637579357058,-217.09352280828125,0.007546787343390547,1
2024-04-01,1086.67,881.75,811.5625,811.5,800.5,56.017999999999994,55.9575,56.02625,55.5096,1.26,24.19,24.03,23.61,23.78,3049947.29,3049947.29,3049947.29,4051884.41,4051884.41,4051884.41,393.06272275294725,476.7702351274246,600.5202387134426,-207.45751596049536,0.025512190334984537,1
2024-05-01,1114.75,857.6875,881.75,811.5625,811.5,57.2265,56.017999999999994,55.9575,56.02625,0.82,26.61,24.19,24.03,23.61,3171843.39,3049947.29,3049947.29,3049947.29,4051884.41,4051884.41,348.58370714450064,393.06272275294725,518.8724103205259,-170.28870317602525,-0.037286724457313715,0
2024-06-01,1073.95,817.8125,857.6875,881.75,811.5625,57.97125,57.2265,56.017999999999994,55.9575,0.49,26.9,26.61,24.19,24.03,3171843.39,3171843.39,3049947.29,3049947.29,3049947.29,4051884.41,378.20537316492744,348.58370714450064,455.4253858226962,-77.22001265776879,-0.02475569945390325,0
2024-07-01,1047.69,840.45,817.8125,857.6875,881.75,58.64919999999999,57.97125,57.2265,56.017999999999994,0.22,33.04,26.9,26.61,24.19,3171843.39,3171843.39,3171843.39,3049947.29,3049947.29,3049947.29,179.74437665911137,378.20537316492744,421.5128066493914,-241.76842999028003,-0.03393808591888599,0
2024-08-01,1012.73,847.8125,840.45,817.8125,857.6875,58.25725,58.64919999999999,57.97125,57.2265,0.08,33.66,33.04,26.9,26.61,3947638.97,3171843.39,3171843.39,3171843.39,3049947.29,3049947.29,130.57545325137335,179.74437665911137,380.11871276481514,-249.5432595134418,0.033642153083933195,1
2024-09-01,1047.38,846.4375,847.8125,840.45,817.8125,56.740249999999996,58.25725,58.64919999999999,57.97125,-0.07,32.93,33.66,33.04,26.9,3947638.97,3947638.97,3171843.39,3171843.39,3171843.39,3049947.29,91.51725825421522,130.57545325137335,317.8236446833808,-226.30638642916557,0.04819075691885017,1
2024-10-01,1099.09,924.3,846.4375,847.8125,840.45,56.021,56.740249999999996,58.25725,58.64919999999999,-0.17,36.46,32.93,33.66,33.04,3947638.97,3947638.97,3947638.97,3171843.39,3171843.39,3171843.39,14.320685224900217,91.51725825421522,253.61481520451255,-239.29412997961234,-0.02526438526158675,0
2024-11-01,1071.67,1028.875,924.3,846.4375,847.8125,57.929,56.021,56.740249999999996,58.25725,-0.21,36.52,36.46,32.93,33.66,3905697.16,3947638.97,3947638.97,3947638.97,3171843.39,3171843.39,98.41237794103176,14.320685224900217,190.49114228317137,-92.0787643421396,-0.023833808401943265,0
2024-12-01,1046.43,1118.4375,1028.875,924.3,846.4375,58.692499999999995,57.929,56.021,56.740249999999996,-0.3,51.68,36.52,36.46,32.93,3905697.16,3905697.16,3947638.97,3947638.97,3947638.97,3171843.39,-325.982954495822,98.41237794103176,148.7959207492599,-474.7788752450819,0.06306636497020501,1
2025-01-01,1114.55,1067.05,1118.4375,1028.875,924.3,58.24400000000001,58.692499999999995,57.929,56.021,-0.42,69.03,51.68,36.52,36.46,3905697.16,3905697.16,3905697.16,3947638.97,3947638.97,3947638.97,-834.818344403347,-325.982954495822,31.431199472468318,-866.2495438758153,-0.005163367832952549,0
2025-02-01,1108.81,958.3125,1067.05,1118.4375,1028.875,58.44925,58.24400000000001,58.692499999999995,57.929,-0.45,44.11,69.03,51.68,36.52,3045870.32,3905697.16,3905697.16,3905697.16,3947638.97,3947638.97,-83.34172685488738,-834.818344403347,-137.66258737127475,54.32086051638737,0.019434562151746385,1
2025-03-01,1130.57,1013.125,958.3125,1067.05,1118.4375,57.9155,58.44925,58.24400000000001,58.692499999999995,-0.24,49.37,44.11,69.03,51.68,3045870.32,3045870.32,3905697.16,3905697.16,3905697.16,3947638.97,-244.28337509094058,-83.34172685488738,-173.31545072231822,-70.96792436862236,0.03563133482955318,1
2025-04-01,1171.58,999.85,1013.125,958.3125,1067.05,57.3582,57.9155,58.44925,58.24400000000001,-0.06,53.03,49.37,44.11,69.03,3045870.32,3045870.32,3045870.32,3905697.16,3905697.16,3905697.16,-336.9551868887654,-244.28337509094058,-229.28222294651084,-107.67296394225457,0.09462866096903622,1
2025-05-01,1287.86,927.8125,999.85,1013.125,958.3125,56.455749999999995,57.3582,57.9155,58.44925,0.02,60.47,53.03,49.37,44.11,3265637.92,3045870.32,3045870.32,3045870.32,3905697.16,3905697.16,-528.5856515789267,-336.9551868887654,-287.82820163212176,-240.7574499468049,0.10135127808305351,1
2025-06-01,1425.23,894.3125,927.8125,999.85,1013.125,55.60425,56.455749999999995,57.3582,57.9155,-0.02,62.15,60.47,53.03,49.37,3265637.92,3265637.92,3045870.32,3045870.32,3045870.32,3905697.16,-486.29923514468123,-528.5856515789267,-392.3278732187816,-93.97136192589966,-0.016618882148760852,0
2025-08-01,1401.74,988.625,939.8,894.3125,927.8125,57.10075,56.4582,55.60425,56.455749999999995,-0.14,53.52,61.68,62.15,60.47,3852636.86,3265637.92,3265637.92,3265637.92,3045870.32,3045870.32,-62.53296199928991,-486.29923514468123,-419.0472533269247,356.5142913276348,-0.002750365174645348,0
2025-09-01,1397.89,1038.5,988.625,939.8,894.3125,56.846399999999996,57.10075,56.4582,55.60425,-0.28,53.34,53.52,61.68,62.15,3852636.86,3852636.86,3265637.92,3265637.92,3265637.92,3045870.32,-87.65364087552894,-62.53296199928991,-290.33302292624853,202.6793820507196,0.053253257816776194,1
2025-10-01,1474.35,1055.25,1038.5,988.625,939.8,57.548,56.846399999999996,57.10075,56.4582,-0.4,51.6,53.34,53.52,61.68,3852636.86,3852636.86,3852636.86,3265637.92,3265637.92,3265637.92,-25.35254369851077,-87.65364087552894,-291.0516752630221,265.69913156451133,0.09336907579019116,1
